Size and Ret212,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
200511,-28.75,1.59,15.33,32.16,108.75,-20.2,0.93,15.37,33.51,106.01,-16.75,2.4,15.27,31.48,83.2,-15.74,2.22,14.9,32.27,77.58,-13.74,1.65,15.34,34.11,74.96
200512,-36.63,-6.74,5.1,19.88,79.45,-28.5,-6.53,5.31,19.34,70.33,-26.32,-7.28,5.42,19.77,70.26,-24.8,-5.16,5.3,19.74,52.62,-23.04,-5.82,4.91,20.13,54.17
200601,-38.35,-7.05,4.86,19.44,79.4,-29.43,-7.07,4.93,19.35,84.97,-24.97,-6.61,4.55,19.8,66.16,-23.49,-5.59,4.88,20.66,52.01,-23.5,-6.72,5.32,20.35,54.65
200602,-34.01,-3.97,7.63,22.19,84.95,-24.85,-3.4,7.29,22.85,76.79,-23.27,-3.14,8.01,22.13,80.55,-18.67,-2.48,7.3,22.15,59.19,-18.65,-2.81,7.95,22.92,59.69
200603,-31.64,-1.69,10.34,25.55,92.25,-22.66,-0.63,11.04,25.84,92.98,-21.27,-0.3,10.46,26.2,86.37,-18.59,-1.65,10.1,25.46,74.13,-16.96,-0.94,10.81,24.91,65.69
200604,-29.65,-0.8,12.2,27.32,92.71,-21.99,-0.18,12.82,27.39,90.81,-17.78,0.3,12.24,27.08,78.4,-16.29,-0.42,12.95,27.35,79.81,-15.28,0.63,12.74,27.43,67.09
200605,-21.93,6.62,20.32,38.91,117.79,-14.17,6.73,21.15,39.47,112.51,-11.6,7.65,20.61,39.26,102.68,-10.36,6.99,19.99,38.81,104.34,-8.7,6.72,19.95,38.52,87.52
200606,-25.81,2.85,15.08,32.96,110.82,-17.01,2.5,15.77,32.69,97.84,-16.56,3.47,15.85,33.02,94.27,-14.03,3.88,16.16,33.08,96.17,-13.47,2.36,15.34,33.25,77.09
200607,-31.55,-2.66,8.67,24.41,92.14,-23.16,-2.56,9.52,24.3,80.91,-19.7,-1.82,9.24,24.99,75,-20.66,-2.88,8.97,25.25,77.72,-18.89,-2.53,9.25,23.57,63.64
200608,-36.33,-7.06,4.75,18.54,76.64,-27.42,-6.67,5,19.75,62.86,-26.61,-6.94,4.66,18.18,65.68,-26.09,-6.25,5.01,18.09,63.8,-22.22,-6.36,5.55,17.58,48.96
200609,-37.81,-7.76,4.4,17.5,71.66,-31.07,-8.14,4.42,19.02,55,-28.57,-6.44,5.14,18.19,58.94,-27.28,-6.58,4.73,17.08,48.55,-23.3,-7.09,4.55,16.87,42.58
200610,-35,-5.05,6.29,18.6,69.05,-26.17,-4.96,6.67,19.23,54.23,-24.86,-5.31,5.95,19.45,57.08,-23.65,-5.2,6.38,18.27,46.31,-19.34,-4.02,7.19,18.74,42.69
200611,-30.9,-0.29,11.06,23.09,78.61,-21.72,-0.77,10.46,23.42,58.78,-19.31,-1.02,10.82,24.03,64.53,-18.85,-0.46,10.41,23.86,54.2,-16.36,-0.22,10.73,23.12,47.05
200612,-30.45,0.08,11.2,23.58,76.88,-19.72,0.4,11.76,24.6,63.64,-17.3,0.69,11.56,24.42,61.11,-18.29,0.67,11.24,23.44,57.08,-16.59,-0.27,11.91,22.75,48.5
200701,-27.75,2.63,13.68,26.01,84.86,-17.19,2.85,13.66,26.65,68.87,-15.07,2.9,13.28,25.92,65.25,-15.56,3.34,13.99,26.44,63.09,-12.55,4.89,14.36,25.62,53.98
200702,-33.96,-1.53,9.85,21.33,74.67,-22.91,-1.8,9.69,21.25,56.74,-20.67,-1.23,10.43,21.81,51.94,-22.62,-1.01,9.68,21.15,52.58,-18.28,-1.23,10.57,21.59,40.84
200703,-29.25,1,12.03,24.1,76.45,-19.52,0.59,12.45,24.07,66,-15.63,1.12,11.86,24.91,61.51,-15.94,1.23,12.11,23.75,53.73,-13.34,1.79,12.35,24.6,49.44
200704,-32.67,-2.87,8.48,20.74,71.66,-21.25,-2.28,8.16,20.95,58.35,-19.45,-2.19,7.86,20.41,49.32,-19.74,-3.01,8.09,21,47.14,-16.48,-1.89,8.4,20.98,40.93
200705,-33.99,-2.9,8.83,21.84,75.34,-23.46,-3.07,8.84,21.36,57.08,-20.58,-2.54,9.09,22.19,55.92,-21.12,-2.73,9.46,22.51,47.3,-18.24,-1.16,8.91,21.29,43.47
200706,-26.24,3.2,16.29,29.22,88.05,-15.34,3.07,16.36,29,71.69,-13.18,3.61,16.59,29.52,67.97,-13.51,4.57,16.33,29.66,58.03,-10.6,4.2,15.89,28.85,58.04
200707,-22.12,6.77,19.31,34.72,99.43,-11.85,7.62,19.71,35.27,84.91,-9.87,8.06,19.85,33.76,72.99,-8.47,8.24,20.48,34.45,68.97,-7.05,8.45,20,34.24,67.82
200708,-20.66,7.44,21.12,35.89,102.97,-9.31,8.26,20.93,35.38,87.9,-9.16,8.66,20.56,36.49,79.58,-8.26,8.46,20.89,36.37,75.2,-5.68,8.94,20.66,35.31,76.72
200709,-29.12,-1.29,11.85,27.11,89.54,-19.49,-1.22,12.08,27.68,78.61,-18.17,-1.58,11.44,27.86,62.47,-18.61,-0.76,12.4,27.79,72.18,-14.22,-0.74,12.68,27.81,70
200710,-30.94,-1.87,11.56,26.27,89.04,-23.2,-1.59,11.83,26.67,81.94,-22.22,-1.27,11.64,25.98,67.31,-20.58,-0.73,12.43,25.63,72.3,-17.15,-0.13,11.51,26.27,67.63
200711,-34.91,-6.39,7.28,22.96,85.76,-28.11,-5.73,7.66,22.7,80.05,-25.67,-5.17,7.1,22.6,62.91,-25.28,-5.65,8.47,23.89,67.42,-21.69,-5.45,7.48,23.19,68.1
200712,-37.96,-8.67,6.05,22.29,89.74,-32.45,-8.54,6.69,22.46,73.9,-31.43,-7.62,7.66,22.83,70.25,-28.6,-7.91,6.75,21.42,72.83,-23.7,-8.6,6.38,22.4,66.62
200801,-48.75,-17.18,-0.34,15.16,75.64,-41.39,-16.43,-0.12,16.54,65.65,-39.92,-15.26,-0.47,16.14,59.56,-38.37,-14.38,0.54,14.91,60.39,-35.92,-17.69,0.63,16.2,62.14
200802,-52.7,-21.27,-3.12,12.61,67.39,-44.8,-19.81,-3.75,13.9,63.57,-44.39,-19.92,-3.97,12.56,61.99,-46.2,-19.32,-3.21,13.2,58.88,-40.36,-20.46,-2.24,12.87,65.08
200803,-52.54,-23.6,-8.96,5.54,51.23,-44.56,-22.34,-8.86,5.67,52.87,-43.13,-23.23,-8.34,5.46,43.73,-45.56,-21.08,-8.48,5.63,47.07,-40.31,-22.56,-7.69,5.39,41.14
200804,-56.13,-28.81,-13.28,1.65,50.06,-48.39,-27.94,-13.35,1.31,49.87,-47.86,-27.98,-12.64,1.56,43.3,-48.92,-26.68,-12.59,3.09,46.49,-44.36,-26.08,-12.04,2.95,41.24
200805,-59.6,-30.83,-15.34,-1.42,42.03,-51.21,-30.21,-15.39,-1.15,40.33,-51.76,-30.06,-15.42,-1.04,34.45,-50,-28.31,-15.48,-0.79,39.43,-50.71,-28.46,-14.33,-0.44,35.15
200806,-59.48,-30.48,-15.45,-0.45,44.22,-52.52,-30.48,-14.92,-0.07,41.79,-53.83,-30.18,-14.56,-0.83,33.69,-47.81,-29.37,-15.27,0.62,40.91,-50.33,-29.25,-13.88,0.09,39.84
200807,-57.55,-27.23,-11.18,4.77,59.15,-49.12,-27.02,-10.76,3.74,50.23,-49.48,-26.22,-10.58,4.88,51.96,-48.23,-25.75,-11.14,4.64,50.12,-46.83,-24.61,-9.59,5.2,50.55
200808,-62.02,-33.24,-15.38,2.23,66.68,-56.31,-32.26,-14.69,1.88,58.69,-56.8,-31.77,-15.37,1.77,54.97,-54.02,-30.99,-15.18,1.66,65.64,-55.23,-31.19,-14.53,2.98,56.28
200809,-60.74,-30.06,-13.2,2.24,53.44,-53.95,-29.71,-12.97,2.82,57.72,-54.42,-30.54,-12.75,3.23,43.22,-54.25,-28.98,-13.29,2.24,50.16,-53.01,-28.66,-12.99,2.94,44.7
200810,-58.85,-26.95,-10.47,3.17,53.32,-51.46,-26.48,-10.5,3.8,45.87,-50.66,-27.38,-10.9,3.56,39.43,-50.86,-25.49,-10.04,2.73,46.53,-49.24,-25.65,-10.16,2.54,32.71
200811,-65.5,-36.06,-20.66,-6.76,24.24,-57.85,-35.69,-20.19,-6.67,27.74,-58.67,-35.08,-20.46,-7.08,20.78,-58.76,-35.03,-20.38,-6.9,17.74,-59.42,-34.71,-20.08,-6.75,11.23
200812,-74.79,-51.29,-36.42,-21.61,10.39,-70.38,-51.24,-35.35,-20.69,16.84,-68.7,-50.4,-35.94,-20.5,9.7,-70.48,-50.12,-36.46,-21.98,5.02,-68.77,-49.66,-35.58,-21.48,1.23
200901,-81.08,-60.44,-44.66,-28.24,4.09,-77.58,-60.25,-43.23,-28.15,13.11,-76.24,-59.3,-43.81,-28.11,5.48,-77.48,-59.35,-44.17,-27.35,1.28,-74.85,-58.78,-44.36,-27.49,-5.32
200902,-78.82,-54.46,-38.34,-22.3,11.86,-73.43,-54.15,-37.63,-22.07,18.44,-70.6,-54.05,-38.54,-21.32,9.58,-71.42,-54.27,-37.82,-21.53,5.53,-67.67,-52.99,-36.98,-21.61,0.45
200903,-79.73,-58.76,-43.38,-26.55,8.28,-77.1,-58.11,-42.61,-25.82,13.98,-76.75,-58.65,-43.28,-25.37,6.38,-72.45,-57.66,-42.09,-25.12,2.66,-73.12,-57.87,-41.53,-26.11,-1.8
200904,-83.99,-65.14,-49.53,-34.56,-0.22,-81.06,-63.23,-49.43,-33.34,1.82,-81.77,-64.05,-49.75,-34.17,-0.34,-80.1,-64.37,-49.32,-34.3,-6.93,-80.49,-62.83,-49.12,-33.37,-8
200905,-81.87,-62.67,-47.49,-31,3.34,-79.11,-61.78,-47.46,-31.56,5.84,-79.72,-62.34,-46.55,-30.13,1.13,-78.71,-61.37,-46.04,-31.25,-4.07,-77.23,-61.13,-46.91,-30.96,-8.05
200906,-75.3,-52.96,-39.03,-24.96,8.26,-73.46,-52.82,-38.53,-24.12,7.83,-71.53,-53.22,-39.3,-24.61,3.22,-73.3,-52.05,-38.73,-25.08,5.34,-67.42,-52.23,-38.77,-24.13,-6.7
200907,-69.15,-44.25,-29.38,-15.08,26.58,-65.98,-43.12,-29.12,-15.75,23.09,-63.04,-42.91,-28.61,-15.67,16.43,-63.11,-43.6,-29.34,-15.03,20.1,-63.24,-43.9,-28.64,-14.93,3.92
200908,-68.59,-43.91,-28.83,-15.79,33.05,-65.59,-43.09,-28.44,-15.74,27.89,-62.88,-43.46,-28.6,-15.64,14.93,-62.33,-42.37,-27.69,-15.47,14.81,-61.99,-41.91,-28.42,-15.71,3.11
200909,-65.37,-38.97,-24.56,-11.56,40.11,-60.44,-38.01,-23.7,-11.64,29.13,-59.25,-37.45,-24.02,-11.58,19.2,-57.08,-38.13,-23.7,-11.87,17.49,-59.95,-37.36,-23.92,-12.06,7.01
200910,-54.62,-25.8,-12.74,0.88,70.8,-47.18,-24.85,-12.72,0.59,51.66,-45.57,-24.78,-12.35,0.45,37.28,-45.35,-25.04,-11.56,1.26,41.87,-41.99,-24.58,-11.84,0.24,24.31
200911,-34.03,1.82,17.8,40.46,176.24,-24.62,2.72,17.7,40.1,138.46,-18.79,2.24,18.1,40.71,107.2,-20.22,1.91,18.16,39.43,103.71,-17.23,1.68,18.85,39.29,89.65
200912,-31.31,6.67,27.51,59.42,226.94,-21.67,6.41,27.52,58.44,198.07,-18.51,7.44,27.67,59.15,159.38,-15.21,7.47,28.79,57.65,166.82,-12.91,5.59,27.78,56.34,127.08
201001,-31.41,6.47,26.62,55.01,239.83,-21.88,6.78,26.87,55.66,185.93,-16.37,6.13,27.23,56.19,177.88,-17.06,6.1,26.9,53.17,160.18,-10.88,6.87,28.24,55.94,119.49
201002,-19.93,24.8,48.58,84.38,293.7,-6.1,24.14,49.21,83.75,270.16,-2.31,23.68,47.6,80.36,212.69,-0.12,24.54,48.86,83.76,231.29,2.14,24.29,48.14,82.41,174.65
201003,-8.85,37.02,63.85,105.81,361.44,3.96,37.88,63.36,106.69,345.51,5.82,39.61,63.39,107.7,323.74,11.21,38.76,64.8,101.3,280.38,12.99,37.43,64.97,105.1,268.29
201004,-12.5,31.96,58.57,96.6,302.59,-0.83,32.57,56.64,96.25,310.06,1.69,32.43,56.42,95.74,294.6,4.77,31.92,57.48,93.59,303.95,7.27,31.78,58.47,92.09,225.08
201005,-14.77,24.08,41.57,67.93,211.43,-3.66,23.96,41.94,67.2,194.3,0.16,23.27,41.24,66.98,197.53,4,24.7,42.21,66.07,157.82,3.8,24.55,42.2,66.29,134.81
201006,-11.82,24.32,43.21,66.77,206.89,-0.61,24.57,42.64,67.88,177.91,-2.66,25.52,42.7,67.24,172.16,3.52,24.55,42.11,65.99,142.96,2.42,25.42,42.68,65.25,122.27
201007,-22.23,13.52,30.91,55.44,190.23,-10.58,14.26,30.83,54.22,152.53,-7.9,14.64,30,53.78,138.21,-5.7,14.95,31.2,55.49,133.77,-6.13,14.9,31.02,52.77,106.04
201008,-35.19,-2.11,11.2,26.68,110.39,-24.82,-1.35,11.09,26.14,82.72,-22.46,-1.78,12.14,26.37,80.55,-19.52,-2.37,12.21,25.72,76.16,-20.53,-1.46,11.93,25.37,58.13
201009,-33.1,0.6,13.53,27.32,94.17,-22.19,0.03,13.6,28.43,80.57,-20.14,1.44,14.12,28.7,75.59,-16.49,0.58,14.1,28.72,66.42,-16.03,0.66,13.92,27.74,61.67
201010,-43.1,-11.81,1.66,14.1,62.41,-33.92,-11.14,1.59,14.64,56.65,-31.3,-11.26,2.89,14.08,51.7,-27.31,-11.29,1.72,14.48,41.87,-27.64,-11.64,1.85,14.26,44.93
201011,-28.85,4.58,18.11,31.7,88.29,-16.76,5.3,17.61,32.1,81.87,-15.12,5.56,18.19,31.12,81.5,-12.69,5.38,18.61,31.59,69.56,-11.9,4.52,18.01,31.68,73.8
201012,-27.91,4.05,17.67,32.45,91.65,-16.76,4.45,17.58,32.77,84.43,-17.1,5.56,17.23,32.87,79.36,-12.64,4.29,18.16,31.99,72.61,-11.93,4.21,17.2,32.85,75.09
201101,-32.46,0.82,13.14,27.97,89.39,-21.03,0.95,13.28,28.59,82.3,-21.01,0.4,13.41,28.21,71.9,-17.49,1.48,13.7,28.57,69.87,-14.79,1.15,12.98,28.11,65.35
201102,-24.02,11.85,25.43,43.24,113.72,-10.33,12.56,25.62,42.94,100.63,-10.25,12.17,26.05,43.19,88.54,-5.65,12.44,25.61,40.49,84.95,-5.34,12.16,25.07,43.09,83.73
201103,-25.31,8.69,21.1,36.85,101.46,-14.22,8.3,20.98,36.98,90.08,-12.36,9.12,21.54,37.11,85.4,-6.7,9.57,21.84,36.02,74.43,-6.61,8.74,21.28,36.78,70.01
201104,-26.96,5.56,17.74,32.13,94.45,-16.85,5.8,17.69,31.83,83.59,-14.59,6.3,18.15,32.45,85.1,-11.37,6.03,18.59,32.66,78.36,-8.41,5.78,17.81,32.42,62.81
201105,-31.2,2.46,14.5,29.71,86.83,-22.1,1.77,15.49,29.69,77.57,-18.32,3.08,15.68,29.38,76.84,-14.35,2.86,15.8,29.5,73.41,-13.04,2.91,14.85,29.04,57.82
201106,-22.72,12.8,27.48,43.66,111.62,-13.44,13.53,27.42,44.48,99.63,-9.14,14.52,28.6,44.72,96.05,-4.61,14.29,28.76,45.32,99.39,-2.67,13.2,28.37,44.27,77.78
201107,-16.86,19.79,34.98,54.07,127.03,-3.92,20.29,36.22,54.96,119.35,-3.45,20.46,35.96,54.6,106.47,0.29,21.39,36.33,55.04,113.68,4.23,20.94,36.03,53.99,92.83
201108,-25.35,10.09,24.3,40.71,108.88,-13.14,10.31,23.81,41.03,94.36,-10.56,11.1,24.17,41.81,105,-9.12,10.87,24.1,40.3,92.12,-5.78,10.55,24.03,40.17,73.49
201109,-21.86,13.19,27.63,46.72,113.57,-10.94,13.36,27.52,46.48,103.47,-7.62,13.57,27.71,45.85,109.1,-4.92,13.27,26.97,44.8,105.03,-1.7,13.97,27.36,44.46,84.44
201110,-39.03,-5.97,6.47,19.53,66.21,-30.95,-6.32,6.49,19.54,59.4,-28.34,-4.9,6.67,19.55,65.71,-23.96,-4.5,7.77,19.08,60.56,-24.29,-4.06,6.96,19.1,48.13
201111,-51.14,-20.88,-8.31,3.69,38.39,-42.83,-20.01,-8.63,3.55,34.07,-38.53,-20.78,-8.77,4.16,42.83,-38.37,-20.33,-7.74,4.24,38.56,-37,-20.27,-7.91,3.75,28.54
201112,-43.87,-11.04,3.14,15.6,57.15,-34.7,-10.96,3.19,15.44,47.18,-30.17,-10.65,3.66,16.17,48.91,-32.71,-10.4,2.99,15.87,47.25,-26.66,-9.5,3.67,16.62,40.67
201201,-53.54,-19.69,-4.29,8.95,46.17,-42.82,-18.98,-4.65,9.92,45,-40,-19.35,-4.72,9.89,40.74,-41.37,-19.53,-3.93,9.35,35.56,-36.97,-16.97,-3.31,10.13,32.91
201202,-54.01,-20.04,-5.39,8.52,49.69,-43.76,-19.91,-5.43,9.32,45.26,-42.32,-19.95,-4.77,10.19,41.87,-42.32,-20.47,-4.7,9.95,34.84,-38.82,-18.8,-5.5,9.14,32.75
201203,-49.64,-16.19,-3.23,8.18,46.25,-41.35,-15.78,-3.21,8.67,38.11,-38.64,-15.77,-3.45,8.49,43.19,-35.61,-14.83,-2.47,8.26,31.4,-35.43,-14.81,-3.26,9.01,31.04
201204,-47.02,-14.96,-2.21,8.62,45.48,-37.94,-15.16,-1.96,8.55,38.82,-36.81,-14,-1.44,8.33,48.19,-34.31,-13.66,-2.56,8.82,32.21,-31.19,-14.56,-1.35,8.77,33.13
201205,-47.06,-14.93,-2.76,8.37,46.84,-37.95,-14.69,-2.46,8.54,39.18,-37.47,-13.64,-1.64,7.81,44,-34.59,-14.73,-2.44,8.51,33.27,-31.74,-14.72,-1.92,8.62,32.26
201206,-46.49,-15.01,-1.8,9.68,50.25,-38.53,-14.23,-1.94,9.37,41.08,-37.77,-14.31,-1.73,9.94,43.17,-34,-13.38,-1.96,9.88,37.26,-29.92,-13.32,-1.55,10.06,34.19
201207,-51.58,-21.31,-7.27,5.62,49.42,-44.94,-20.74,-7.19,5.76,36.67,-43.32,-20.27,-7.67,6.23,37.79,-42.17,-20.38,-7.32,5.69,35.47,-38.31,-20.3,-7.12,5.82,28.92
201208,-48.5,-14.36,0,12.64,56.4,-39.91,-14.35,0.16,12.97,50.49,-40.3,-14.49,-0.23,12.99,48.28,-36.89,-13.86,0.28,12.04,42.84,-31.61,-12.62,0.03,12.86,35.62
201209,-41.42,-5.87,7.75,21.03,70.94,-32.37,-6.51,8.67,21.36,68.87,-33.49,-4.71,7.95,21.29,58.77,-30.5,-4.45,7.91,21.44,61.33,-22.85,-4.22,8.08,21.19,45.3
201210,-26.65,11.23,24.56,40.52,107.03,-17.88,11.18,25.03,40.98,97.76,-15.19,10.75,24.73,40.95,90.4,-12.27,12.28,24.49,41.92,95.49,-5.21,11.1,24.45,39.83,74.68
201211,-35.46,-0.63,12.44,26.82,85.13,-27.26,-0.76,12.09,25.89,74.39,-24.03,-0.01,12.56,26.92,66.31,-21.38,0.42,12.05,24.78,69.73,-16.25,0.88,12.66,25.9,56.06
201212,-34.56,-1.3,11.34,26.03,88.76,-27.18,-0.59,11.38,25.88,83.54,-25.53,-0.59,11.35,26.56,69.65,-21.67,-0.9,12.2,25.06,65,-17.13,-0.18,11.6,25.75,55.68
201301,-33.36,-0.04,12.53,26.54,93.92,-23.78,0.4,12.61,26.88,85.34,-23.02,-0.35,12.36,27.26,71.42,-19.35,0.58,13.1,26.23,66.67,-17.8,1.09,12.46,25.89,61.13
201302,-36.07,-2.01,9.53,22.39,78.24,-25.8,-2.12,9.87,22.46,67.78,-23.76,-1.64,9.22,22.68,67.82,-20.85,-2.03,9.27,22.79,54.45,-18.38,-0.83,9.41,21.57,51.11
201303,-33.42,0.44,12.63,25.04,81.08,-24.34,1.14,12.73,24.63,62.3,-22.61,1.88,12.02,25.06,68.57,-16.95,1.23,12.31,25.08,55.17,-15.03,1.9,12.41,23.95,48.2
201304,-34.57,-0.11,11.42,23.03,76.61,-23.77,0.09,11.34,22.98,59.61,-24.17,0.2,11.35,22.64,63.2,-17.84,0.52,11.52,23.5,53.59,-16.17,0.64,12.29,23.16,48.73
201305,-30.37,5.31,17.14,30.08,86.87,-20.78,5.75,17.27,29.72,76.98,-18.54,6.12,17.19,29.01,73.1,-13.95,5.46,16.68,30.29,69.15,-10.76,4.89,17.25,29.21,57.74
201306,-21.49,13.87,26.48,40.77,109.01,-10.71,14.27,27.15,41.3,99.14,-7.48,14.61,27.34,39.99,93.95,-5.43,15.13,26.3,40.66,84.34,-2.37,14.77,27.28,39.78,76.36
201307,-20.77,13.88,26.47,41.92,112.45,-10.47,14.14,26.56,41.69,102.8,-9.36,13.37,27.25,42.05,93.58,-5.52,14.47,26.98,42.12,78.83,-4.07,13.48,26.69,41.65,82.71
201308,-22.08,13.53,26.73,42.69,115.01,-11.03,14.78,26.44,41.51,99.65,-10.53,13.85,26.41,42.23,100.08,-3.88,14.38,27.12,42.76,82.75,-3.41,13.85,26.55,41.4,81.5
201309,-17.5,17.53,29.88,46.19,128.35,-8.44,18.07,30.45,46.77,97.79,-5.57,18.39,30.64,46.86,120.11,-1.16,18.05,30.39,45.81,83.66,-1.17,17.81,30.63,44.94,92.4
201310,-24.58,9.13,22.17,36.9,103.15,-12.73,10.27,22.65,37.61,82.76,-13.29,10.23,22.28,38.34,95.16,-9.06,10.09,22.23,37.03,76.49,-6.8,9.37,22.6,37.19,86.16
201311,-19.39,15.06,30.04,47.05,119.73,-9.86,15.13,29.59,47.01,104.9,-4.6,15.51,30.07,45.84,115.64,-3.36,15.62,29.9,47.51,89.86,-2.58,16.06,29.98,45.99,100.94
201312,-16.85,17.75,31.82,49.36,124.51,-9.59,17.89,31.86,50.14,106.37,-2.48,17.75,32.13,47.93,114.16,-1.08,17.95,32.56,49.72,94.59,-0.84,19.42,32.78,47.82,95.44
201401,-16.21,18.42,32.42,49.2,126.97,-10.13,18.88,33.18,49.36,108.01,-3.08,18.27,32.42,48.95,114.09,-3.2,18.67,32.82,48.51,101.45,-0.84,18.91,32.97,48.76,92.26
201402,-19.36,13.91,27.15,43.19,117.11,-11.22,15.08,27.99,43.26,99.43,-5.6,14.39,27.58,42.79,100.26,-6.41,14.58,27.04,41.7,86.27,-2.56,14.47,27.47,41.82,78.14
201403,-20.88,7.9,19.85,35.65,116.5,-15.95,8.44,20.26,35.23,99.73,-9.63,9.11,20.61,35.08,87.72,-9.09,8.49,21.21,34.38,94.38,-6.89,8.57,21.15,34.67,78.76
201404,-20.6,8.15,21.26,35.59,115.85,-14.19,8.1,21.84,35.07,107.89,-9.42,8.37,21.66,34.96,84.33,-9.64,8.66,21.56,36.28,102.38,-8.09,8.8,21.66,35.35,82.7
201405,-20.47,8.82,22.06,38.39,124.43,-13.32,9.98,23,37.93,119.48,-10.5,8.59,22.55,38.41,83.43,-8.06,9.1,22.7,37.92,86.83,-6.59,9.01,22.89,36.9,75.89
201406,-25.08,5.53,16.55,28.58,94.57,-16.34,6.3,16.8,28.89,86.08,-11.67,5.87,16.53,29.14,65.87,-11.52,5.09,16.96,28.35,66.64,-8.69,6.76,17.1,28.38,56.54
201407,-24.81,7.2,19.28,31.76,97.66,-14.31,7.76,19.22,31.29,91.96,-10.38,8.27,19.07,31.73,66.67,-10.51,7.84,19.15,32.9,73.26,-6.83,8.34,19.4,32.3,62.41
201408,-26.38,4.94,16.9,27.97,90.82,-15.15,5.86,16.69,28.04,80.87,-13.15,6.08,17.1,27.57,60.9,-13.1,5.98,16.94,28.14,63.25,-9.76,6.06,17.24,27.8,58.29
201409,-27.29,4.02,14.67,26.32,81.12,-18.26,3.87,14.35,25.16,80.28,-14.07,4.34,14.84,25.15,54.55,-13.95,4.62,14.84,25.54,64.44,-10.25,5.11,14.67,26.52,53.91
201410,-29.86,2.54,13.31,23.78,81.65,-19.41,3.12,13.43,24.04,70.97,-15.81,3.29,13.19,24.11,58.96,-15.64,4.11,13.7,24.42,60.87,-10.56,3.51,13.83,25.06,51.67
201411,-37.52,-6.74,4.77,15.76,63.57,-27.81,-6.07,4.87,15.21,62.17,-24.47,-6.28,5.07,15.76,51.84,-24.64,-5.69,5.3,15.28,50.6,-22.37,-5.88,5.48,15.68,37.63
201412,-40.47,-6.35,6.01,15.88,60.95,-28.67,-6.07,6.24,16.76,62.89,-27.74,-4.84,6.81,16.47,49.63,-23.79,-4.7,6.59,16.14,47.69,-19.05,-3.86,6.68,17.17,41.25
201501,-43.86,-9,3.26,14.99,60.79,-34.75,-8.67,3.44,14.27,58.63,-33.27,-9.3,4.32,15.84,46.63,-28.09,-8.59,3.75,15.81,43.61,-28.64,-8.31,3.99,15.71,39.23
201502,-42.68,-3.77,9.67,21.62,66.08,-30.63,-4.73,9.49,21.23,64.61,-28.4,-2.84,9.73,21.49,52.64,-25.12,-3.1,9.35,21.92,45.06,-25.88,-2.22,9.93,22.18,46.1
201503,-49.91,-13.62,0.81,12.89,53.36,-40.42,-13.68,1.11,13.69,54.57,-36.96,-12.58,1.3,13.49,47.7,-35.02,-12.67,1.13,13.37,36.81,-31.7,-11.17,0.49,13.08,34.08
201504,-45.27,-8.14,5.63,17.78,59.84,-34.8,-7.65,6.2,17.36,68.9,-30.87,-7.47,6.54,17.17,54.81,-28.43,-7.57,6.48,18.55,44.85,-27.31,-6.5,6.45,18.66,43.08
201505,-45.86,-6.07,8.39,21.18,67.46,-36.32,-5.87,9.08,21.39,71.02,-31.43,-5.49,9.29,22.1,66,-34.38,-6.02,9.25,22.21,60.08,-26.6,-4.39,8.93,21.28,49.79
201506,-42.77,-6.04,5.87,17.38,62.03,-32.69,-6.4,5.94,18,63.1,-27.89,-6.06,6.17,17.86,58.39,-26.39,-4.68,6.6,17.7,51.4,-24.29,-4.94,6.4,17.83,42.38
201507,-47.47,-10.41,3.45,15.07,64.25,-36.22,-9.85,3.91,15.4,64.62,-35.7,-9.46,3.35,15.45,56.46,-35.72,-11,3.83,15.8,51.5,-32.29,-8.72,4.05,15.58,40.3
