Size and Ret212,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
195612,-23.54,-4.89,3.44,13.98,34.62,-19.91,-5.18,3.96,14.47,38.96,-19.44,-4.41,3.93,13.37,39.19,-15.37,-4.36,3.32,12.73,40.92,-15.66,-3.97,3.15,13.29,34.89
195701,-28.28,-7.01,1.11,12.47,36.02,-23.59,-6.93,2.49,12.2,35.66,-21.26,-6.92,2.33,12.49,43.54,-17.93,-5.71,2.12,12.48,43.52,-16.9,-6.32,1.42,12.95,34.11
195702,-25.28,-3.75,5.26,17.08,40.06,-21.93,-3.56,5.57,17.59,46.86,-19.95,-3.29,6.62,17.9,58.21,-14.63,-2.61,5.27,17.01,53.09,-11.93,-3.17,6.07,18.33,45
195703,-24.6,-6.22,2.72,11.6,44.21,-21.73,-5.23,2.8,12.26,37.6,-19.81,-4.77,2.59,13.44,48.37,-17.47,-5.1,2.86,12.35,37.88,-15.59,-5.36,2.77,13.05,36.4
195704,-31.68,-11.89,-3.07,5.66,33.24,-27.57,-10.73,-3.31,6.01,30.18,-27.36,-10.92,-2.2,4.75,33.57,-23.54,-11.23,-2.9,6.08,23.36,-22.24,-11.2,-3.13,5.04,25.32
195705,-28.82,-9.68,-0.68,7.83,26.5,-26.37,-9.27,-1.06,7.38,32.27,-23.39,-9.65,-0.33,7.32,33.78,-23.07,-9.34,0.06,6.81,27.2,-21.16,-8.46,-0.27,7.18,25.44
195706,-23.03,-4.48,4.38,14.16,40.56,-20.26,-4.02,5.04,14.72,38.94,-18.38,-3.03,5.3,14.45,47.7,-17.6,-3.09,5.39,14.52,41.04,-15.69,-3.2,5.5,13.96,35.95
195707,-21.45,-2.95,4.58,15.01,46.23,-19.95,-3.58,4.63,14.23,37.97,-18.36,-2.72,5.06,14.17,46.34,-19.53,-2.94,5.66,14.1,39.5,-17.53,-3.69,5.05,15.26,33.36
195708,-27.18,-8.01,-0.1,8.32,40.42,-22.71,-9.29,-0.07,8.78,30.67,-20.57,-7.63,-0.69,8.55,37.92,-21.93,-8.13,-0.2,8.3,37.38,-20.3,-7.86,-0.37,9.33,27.13
195709,-24.19,-5.56,2,11.18,39.3,-21.22,-4.93,2.34,10.58,34.95,-19.28,-5.01,1.76,10.64,37.64,-19.24,-5.21,2.46,10.87,38.34,-19.6,-5.19,2.36,10.7,29.17
195710,-26.52,-5.72,1.9,10.15,41.03,-23.63,-6.21,2.63,9.53,30.84,-21.36,-6.29,2.22,9.81,29.91,-20.2,-6.23,2.19,10.81,37.67,-21.51,-5.25,2.42,9.57,27.04
195711,-31.4,-12.7,-2.58,4.47,29.1,-30.41,-11.55,-2.6,4.36,23.26,-26.95,-12.4,-2.55,4.62,20.19,-27.34,-12.26,-2.78,5.64,28.49,-25.63,-11.74,-3.12,5.23,20.39
195712,-39.6,-19.02,-9.67,0.16,23.63,-36.79,-20.07,-8.66,-0.41,13.67,-35.74,-18.87,-9.08,0.11,13.92,-34.23,-19.75,-8.48,0.87,20.5,-32.42,-18.93,-8.68,0.46,15.39
195801,-41.1,-20.64,-9.6,1.04,25.6,-38.76,-21.32,-8.75,1.05,19.44,-36.88,-20.16,-9.69,1.44,16.8,-35.31,-21.23,-9.22,1.9,22.84,-33.83,-20.36,-9.14,1.82,18.22
195802,-47.7,-25.6,-13.82,-1.82,21.2,-46.13,-27.37,-13.14,-1.65,19.95,-41.61,-27.28,-14.03,-1.87,20.23,-40.77,-26.51,-13.57,-0.87,19.58,-37.37,-24.72,-13.92,-0.08,17.46
195803,-35.23,-15.03,-3.64,7.66,31.5,-32.42,-14.99,-3.07,6.65,30.92,-30.68,-14.96,-3.8,6.62,26.8,-30.41,-14.96,-3.52,7.75,26.8,-26.63,-13.9,-3.57,7.22,23.36
195804,-38.03,-18.51,-6.88,5.39,29.72,-36,-18.2,-6.09,3.98,31.88,-34.38,-18.62,-5.98,4.29,26.67,-34.21,-18.79,-5.35,5.2,25.44,-30.41,-18.24,-6.04,5.17,21.77
195805,-37.52,-17.7,-6.48,5.46,28.63,-36.54,-17.93,-6.65,5.5,30.44,-31.19,-18.19,-6.73,5.66,30.06,-33.97,-17.33,-5.8,5.56,28.72,-29.32,-17.59,-5.93,5.01,23.65
195806,-36.36,-18.33,-5.73,6.82,32.52,-37.09,-17.44,-5.96,7.28,33.25,-32.81,-18.23,-6.06,5.91,32.96,-33.01,-16.13,-6.61,7.66,31.07,-30.85,-17.51,-6.29,7.83,25.19
195807,-32.26,-13.66,-1.22,11.66,36.7,-32.65,-14.65,-1.39,12.14,37.51,-29.77,-13.77,-1.61,11.91,36.12,-30.91,-14.28,-2.13,13.02,36.68,-28.08,-13.44,-2.2,13.88,31.52
195808,-28.03,-11.87,0.2,13.41,40.34,-30.8,-12.21,0.07,14.17,40.93,-26.76,-12.04,0.74,12.93,36.39,-27.9,-12.04,0.71,15.74,40.29,-24.95,-10.92,0.58,16.1,32.61
195809,-17.72,0.77,11.23,23.51,50.78,-16.93,0.68,11.6,22.52,47.25,-14.62,0.42,11.69,23.35,45.19,-13.45,1.55,11.6,22.92,44.5,-11.75,1.03,11.41,22.99,39.07
195810,-9.33,10.73,21.12,31.21,67.77,-7.71,10.74,21.33,32.31,56.75,-4.58,10.75,20.82,30.75,54.1,-2.58,11.23,21.52,31.18,58.25,-5.06,11.24,21.33,30.8,48.68
195811,3.34,24.42,33.43,46.58,85.27,5.44,24.31,33.85,46.61,75.28,9.15,24.62,33.96,45.81,77.75,10.89,23.78,33.53,46.66,78.26,12.14,25.47,33.35,46.14,71.31
195812,3.1,23.75,35.4,48.73,96.9,4.73,23.05,34.41,48.47,89.07,7.83,24.73,34.79,46.73,86.42,9.59,24.81,34.38,47.97,91.13,7.77,24.52,34.65,46.66,77.05
195901,12.62,34.46,46.76,63.17,123.27,13.5,34.19,46.82,63.86,119.36,17.55,33.85,46.7,62.64,112.4,16.32,32.81,46.38,61.91,117,17.06,33.31,45.78,62.12,92.09
195902,6.52,27.17,38.08,51.11,100.76,7.31,26.9,38.08,52.23,96.06,12.34,26.87,38.18,53.18,96.22,11.14,26.49,38.06,51.05,101.46,13.7,28.34,38.63,51.21,83.24
195903,13.34,32.29,45.42,59.66,108.98,13.81,33.38,44.45,59.2,116.15,17.17,33.93,44.98,60.9,111,18.73,33.58,45.73,58.44,109.24,18.4,33.1,43.95,58.71,85.88
195904,12.35,32.05,43.87,59.69,107.17,12.18,30.34,43.64,59.03,114.84,14.53,31.48,44.33,60.07,111.89,16.28,30.36,44.35,57.33,103.75,15.17,31.37,42.9,59.7,98.15
195905,6.94,28.56,39.7,56.96,100.15,8.65,28.47,40.03,57.1,104.2,14.55,28.79,39.69,56.76,121,12.78,28.61,39.76,56.57,110.29,13.03,28.07,40.48,56.33,99.39
195906,4.39,26.14,38.63,55.71,95.78,2.96,25.37,38.94,57.54,100.22,10.88,25.5,37.64,56.73,122.96,11.2,25.75,37.3,55.11,110.24,7.7,23.96,38.07,56.79,111.05
195907,0.27,22.96,35.8,54.12,101.81,-2.14,22.54,35.34,52.87,100.26,7.53,22.74,35.69,53.98,109.03,7.66,22.08,35.09,54.85,103.06,5.67,22.26,35.68,52.88,101.37
195908,-6.11,16.71,30.03,45.8,83.48,-5.08,16.36,29.18,46.65,95.78,3.15,17.03,27.63,46.09,96.13,3.18,16.56,29.55,46.71,100.34,-0.96,17.16,29.67,47.18,99.79
195909,-6.84,15.9,30.03,46.05,76.77,-4.31,17.9,29.07,49.29,98.82,0.69,17.09,30.99,48.8,96.04,1.75,17.67,29.53,46.53,93.14,2.25,18.23,30.06,46.43,97.63
195910,-9.43,11.2,22.52,39.18,65.34,-11.02,11.99,23.7,37.3,77.41,-3.86,11.99,22.24,37.37,82.72,-6.07,11.17,22.47,36.6,74.4,-3.62,11.54,22.62,36.83,80.07
195911,-14.33,4.24,13.8,27.81,53.03,-15.53,3.78,14.43,27.71,68.96,-13.29,4.18,14.09,27.55,58.69,-14.16,5.06,14.53,26.41,55.66,-9.83,4,14.85,26.6,55.12
195912,-17.45,1.23,12.03,23.17,54.83,-17.26,1.92,11.49,24.55,60.21,-15.58,1.7,11.44,24.47,62.74,-14.85,1.85,10.95,23.38,55.56,-14.81,1.48,11.7,24.93,59.03
196001,-21.51,-1.81,8.15,19.42,52.78,-16.47,-1.28,7.85,21.46,54.7,-17.53,-1.14,7.22,20.81,63.17,-16.64,-1.67,7.28,20.43,58.97,-14.79,-1.62,7.96,20.72,62.6
196002,-23.89,-4.77,5.44,19.94,51.99,-19.02,-3.95,6.69,19.56,63.42,-16.5,-3.52,4.72,19.86,53.31,-17.15,-4.73,5.27,20.29,54.64,-15.44,-3.96,6.2,20.33,55.26
196003,-26,-7.82,-0.52,9.59,33.97,-21.75,-8.69,0.36,10.22,36.5,-21.35,-8.08,0.32,9.66,38.12,-20.74,-8.53,-0.62,9.76,36.27,-18.51,-8.05,-0.01,10.03,43.66
196004,-24.86,-8.58,0.24,8.73,30.07,-23.88,-8.71,-0.77,10.14,39.35,-24.03,-8.94,-0.74,10.39,44.05,-23.22,-8.05,-0.66,11.47,36.11,-21.83,-9,0.23,10.36,38.25
196005,-29.46,-12.65,-3.88,4.54,31.44,-28.28,-12.52,-3.84,4.79,29.64,-27.22,-11.42,-2.88,5.2,29.66,-28.98,-12.02,-3.27,5.61,24.83,-23.65,-11.77,-3.71,5.31,26.85
196006,-34.27,-16.05,-6.53,4.82,26.34,-33.94,-15.66,-6.27,2.58,26.59,-29.95,-16.06,-6.02,3.81,36.2,-29.92,-15.68,-6.4,3.78,24.93,-26.36,-16.35,-6.41,4.57,26.5
196007,-32.22,-16.79,-5.34,5.84,32.18,-34.09,-17.36,-5.57,6.02,34.75,-30.15,-15.52,-6.43,6.37,45.86,-29.3,-15.55,-5.18,6.09,32.29,-26.94,-16.44,-5.13,6.76,31.89
196008,-35.89,-17.42,-6.68,5.46,43.85,-33.29,-16.76,-7.17,5.47,33.72,-30.47,-16.97,-6.78,5.85,46.19,-31.87,-17.35,-6.7,6.6,32.7,-29.23,-17.43,-7.04,6.09,32.64
196009,-33.8,-17.48,-7.43,4.42,30.03,-32.81,-17.35,-7.72,4.85,45.37,-29.26,-17.75,-7.12,4.55,34.67,-29.83,-17.74,-6.55,5.87,26.89,-29.74,-17.98,-7.11,5.46,31.52
196010,-27.54,-10.96,0.01,12.63,43.43,-29.38,-10.57,0.85,14.89,54.06,-24.84,-10.36,0.82,14.38,57.95,-23.73,-10.18,0.44,15.14,45.86,-24.01,-10.53,1.15,14.06,39.29
196011,-34.78,-18.5,-6.79,6.12,29.1,-33.37,-17.4,-5.67,6.05,36.61,-31.38,-17.43,-7.4,6.77,40.07,-29.54,-17.09,-6.21,6.48,29.13,-29.1,-17.21,-6.66,7.63,26.13
196012,-37.55,-19.52,-8.69,2.71,24.49,-38.34,-21.6,-8.44,4.49,31.42,-35.85,-20.21,-10.13,3.3,28.89,-37.29,-20.62,-8.54,4.77,23.66,-33.44,-19.93,-8.61,4.74,24
196101,-38.29,-19.68,-6.42,5.69,35.29,-37.97,-20.39,-7.39,7,37.43,-37.09,-19.42,-7.33,7.78,34.8,-34.03,-19.34,-5.41,7.47,29.31,-33.19,-19.27,-7.06,8.27,31.36
196102,-33.09,-13.39,0.15,16.44,50.06,-33.78,-13.32,-0.76,15.44,52.43,-28.48,-13.29,0.31,16.46,43.87,-27.05,-11.88,1.85,16.09,42.76,-26.19,-11.47,1.59,16.46,40.77
196103,-25.11,-4.62,7.71,20.45,49.93,-23.9,-4.41,6.33,22.69,51.65,-22.02,-4.84,6.83,21.74,51.63,-21.61,-4.4,8.66,22.56,47.87,-19.08,-4.88,8.54,23.24,45.37
196104,-16.24,4.57,15.71,28.3,71.44,-14.25,3.25,16.72,29.6,68.16,-13.47,5.03,16.32,29.77,64.72,-13.46,4.53,16.3,29.59,62.22,-14.15,2.92,16.31,29.26,61.63
196105,-8.67,10.65,22.06,38.77,74.4,-8.31,10.48,23.04,37.75,84.75,-8.86,11.26,23.32,37.41,82.33,-4.06,10.17,23.19,36.94,74.22,-7.65,10.19,23.96,37.51,74.7
196106,-13.03,8.56,21.65,36.23,81.29,-11.26,9.57,22.45,36.04,84.98,-13.05,9.09,22.9,37.4,80.24,-11.57,8.76,22.14,37.08,70.33,-11.01,9.01,21.71,36.93,64.5
196107,-10.75,11.49,23.55,39.21,89.83,-9.58,11.88,24.54,37.21,78.03,-5.96,13.19,25.19,38.44,82.71,-7.58,12.26,24.75,37.21,69.9,-7.49,12.7,24.27,38.79,66.38
196108,-11.13,9.66,22.07,34.16,73.41,-9.36,9.63,20.03,34.97,65.99,-9.24,9.51,22,35.26,83.63,-8.49,9.55,22.48,33.49,67.18,-8.76,10.29,21.94,34.82,64.06
196109,-14.77,7.98,17.97,31.22,72.8,-10.15,7.49,20.33,30.6,61.23,-9.64,8.18,19.59,31.69,67.23,-11.62,7.6,19.6,30.81,64.63,-9.17,9.55,19.66,31.67,56.83
196110,-6.02,15.72,28.7,42.15,80.63,-2.39,16.25,29.62,42.59,78.05,-1.2,17.21,29.69,42.2,88.84,-4.23,17.38,28.55,43.26,80.32,-1.15,16.29,28.91,40.67,74.03
196111,-6.2,16.26,27.81,41.65,84.47,-4.17,15.56,29.25,41.73,72.49,-0.11,15.7,27.37,41.76,80.47,-2.54,15.29,28.17,42.62,83.96,-1.11,16,27.9,42.83,71.78
196112,-9.48,12.47,24.86,38.43,78.37,-6.84,11.87,26.16,39.34,76.88,-5.69,13.15,25.06,39.01,76.19,-8.69,13,26.32,39.53,78.52,-4.42,13.19,25.96,39.18,67.24
196201,-9.83,12.51,25.15,40.35,80.82,-6.72,13.01,26.21,41.3,76.21,-6.45,12.12,25.17,40.09,80.35,-8.8,11.99,26.24,41.3,86.06,-4.5,12.3,26.08,39.7,73.21
196202,-16.15,4.36,15.54,29.19,65.21,-13.09,3.28,15.72,28.85,65.43,-11.45,4.02,15.73,29.86,57.68,-11.77,5.17,16.92,28.11,62.19,-10.99,5.11,16.84,28.96,53.56
196203,-21.34,-1.05,9.48,20.76,48.41,-19,-1.13,9.31,21.25,55.03,-16.76,-1.28,8.83,19.89,41.71,-16.81,-1.27,9.74,19.14,45.82,-16.27,-1.7,9.8,20.64,40.12
196204,-24.5,-4.08,8.43,17.32,40.15,-21.4,-3.77,7.77,17.1,45.79,-21.18,-4.29,7.27,17.91,40.89,-21.41,-3.85,7.82,17.85,36.82,-21.51,-3.46,7.41,18.38,34.25
196205,-24.48,-5.31,6.53,17.13,42.05,-24.44,-6.08,5.87,16.02,41.7,-23.71,-4.69,6.45,17.26,39.17,-23.07,-4.12,6.98,17.22,35.08,-21.55,-5.13,6.73,16.4,31.01
196206,-34.57,-15.65,-4.88,6.2,26.57,-32.95,-15.39,-4.75,5.17,28.69,-33.46,-16.03,-5.14,6.1,25.37,-31.18,-15.16,-4.48,5.54,25.38,-33.18,-15.87,-4.47,5.21,19.33
196207,-36.51,-20.65,-9.75,-0.33,17.53,-37.23,-21.27,-10.32,-0.67,18.75,-36.64,-20.14,-10.18,-0.48,13.55,-34.86,-20.35,-9.4,-0.64,14.84,-33.19,-19.23,-9.42,-0.48,11.08
196208,-44.82,-29.17,-19.12,-7.59,9.32,-45.15,-29.06,-18.29,-8.05,6.54,-45.91,-28.75,-18.31,-8.31,8.01,-44.48,-28.91,-16.7,-8.32,7.27,-41.54,-28.24,-17.68,-7.89,4.55
196209,-42.01,-26.59,-15.68,-5.39,16.13,-43.54,-25.69,-15.81,-5.51,11.43,-41.1,-26.25,-15.88,-6,10.9,-39.83,-26.47,-15.84,-5.71,13.31,-39.03,-25.54,-15.37,-5.34,8.26
196210,-38.74,-21.33,-12.57,-1.03,19.32,-38.2,-21.58,-11.35,-1.76,19.62,-35.61,-21.05,-11.27,-1.68,18,-35.21,-21.26,-11.68,-1.3,21.36,-37.17,-21.76,-10.7,-1.74,14.23
196211,-45.04,-27.58,-17.09,-8.51,10.85,-42.58,-28.01,-17.75,-8.83,7.88,-41.9,-28.34,-18.03,-8.69,11.75,-40.75,-27.24,-17.7,-8.51,9.72,-40.98,-28.26,-17.26,-9.32,4.52
196212,-49.76,-33.13,-23.14,-12.63,7.51,-47.67,-33.25,-23.61,-12.57,1.61,-47.18,-32.75,-22.64,-13.12,3.17,-47.23,-32.92,-21.62,-13.51,0.37,-45,-32.38,-22.18,-13.21,0.26
196301,-40.1,-22.06,-12.52,-3.88,15.66,-35.46,-22.94,-12.82,-3.24,14.59,-36.87,-21.59,-12.71,-3.86,14.32,-35.47,-21.71,-12.32,-3.67,13.28,-36.66,-21.23,-12.41,-4,9.24
196302,-41.29,-22.16,-12.72,-2.79,16.97,-38.11,-22.94,-12.67,-2.55,19.54,-36.76,-21.72,-12.36,-2.48,15.8,-35.79,-22.39,-12.07,-2.41,13.52,-35.26,-22.15,-11.46,-2.55,10.04
196303,-35.57,-16.83,-7.93,0.87,19.88,-31.43,-16.27,-7.48,1.92,23.03,-31.83,-16.21,-7.95,1.33,19.52,-28.41,-16.09,-8.03,1.95,16.32,-30.27,-17.29,-7.04,1.5,14.18
196304,-35.19,-17.11,-8.59,0.62,19.77,-33.78,-18.03,-8.31,0.4,19.42,-31.22,-16.98,-7.72,0.51,19.4,-31.3,-17.69,-7.38,1.29,15.13,-29.83,-16.52,-7.37,0.56,13.25
196305,-29.04,-9.75,0.65,9.22,33.58,-26.5,-9.02,0.47,8.74,31.5,-24.67,-8.29,1.24,8.94,31.13,-23.18,-8.91,0.91,9.17,26.33,-19.64,-7.83,0.62,9.36,23.38
196306,-18.21,4.31,14.57,25.68,51.93,-13.64,6.61,15,25.88,54.41,-13.16,5.38,14.75,25.1,54.23,-9.97,5.09,14.98,25.54,46.11,-9.24,5.74,14.61,26.2,42.36
196307,-6,17.57,27.86,42.41,74.32,-1.75,17.93,28.28,41.82,83.16,-1.37,17.65,28.47,40.97,72.47,3.19,18.59,28.25,39.44,66.77,2.04,18.41,28.34,41.87,65.26
196308,-18.8,9.71,19.36,30.68,66.23,-10.7,9.92,18.81,30.98,73.09,-8.08,10.13,18.78,30.23,58.76,-5.75,9.42,19.36,29.43,54.87,-3.33,10.68,19.44,30.93,50.7
196309,-23.34,4.46,15.35,25.92,59.78,-14.76,5.37,15.06,26.67,64.5,-13.69,5.7,15.86,26.4,62.22,-11.96,6.04,15.08,25.93,47.35,-8.6,7.13,15.83,26.72,46.86
196310,-13.94,16.16,27.06,40.49,84.8,-3.5,15.92,27.35,40.43,89.18,-3.11,17.48,27.36,40.65,82.58,1.87,17.5,27.88,40.45,70.66,1.86,17.11,28.07,41.68,65.74
196311,-10.61,17.27,28.97,40.11,84.06,-3.03,16.58,27.8,39.21,89.29,-2.7,17.73,26.93,39.86,79.83,1.28,18.03,28.01,40,64.85,4.52,18.73,28.49,39.83,66.31
196312,-19.89,4.58,14.45,25.07,67.38,-13.22,5.31,14.17,24.73,68.63,-11.64,5.17,14.06,25.4,58.94,-8.89,5.87,14.29,24.65,48.42,-7.33,5.73,15.05,25.37,52.78
196401,-19.41,4.29,14.12,25.43,71.07,-12.34,4.3,13.42,24.1,65.71,-10.94,4.77,14.37,24.17,56.74,-7.3,5.48,14.2,24.89,56.77,-5.5,5.04,14.9,25.28,51.73
196402,-27.22,-1.58,7.5,17.19,57.34,-17.44,-1.63,7.47,17.9,56.11,-16.75,-1.41,6.97,17.83,47.98,-14.19,-1.02,7.33,17.34,48.36,-11.37,-0.57,7.32,16.37,42.08
196403,-22.86,1.21,10.38,22.56,62.78,-16.17,1.24,12.01,22.86,63,-16.16,0.59,10.66,22.63,54.38,-12.36,1.98,10.55,21.86,57.09,-11.44,2.22,11.2,21.75,49.17
196404,-21.78,1.53,10.68,22.21,67.05,-13.94,1.26,10.66,22.17,57.5,-12.98,1.65,10.63,22.95,52.58,-11.01,2,11.32,23.11,61.68,-8.67,2.48,10.45,22.26,51.57
196405,-22.39,1.02,10.43,21.23,61.66,-15.46,1.6,10.84,21.95,60.02,-13.24,0.81,10.19,21.65,51.17,-11.94,0.8,10.72,22.56,60.15,-10.02,1.2,10.32,21.87,51.5
196406,-24.31,-1.53,7.6,17.25,53.63,-17.43,-1.92,8.01,17.22,54.02,-18.91,-1.45,7.2,16.57,45.64,-14.63,-1.83,7.64,16.58,45.54,-12.08,-1.08,8.08,17.88,44.46
196407,-25.03,0.43,9.43,20.47,63.14,-17.06,0.14,10.31,20.35,63.38,-17.03,0.47,10.3,20.71,54.88,-15.4,1.05,10.39,20.27,54.93,-10.56,1.32,9.93,20.54,50.46
196408,-23.55,2.59,12.8,24.82,65.7,-14.4,3,12.89,23.69,71.65,-13,2.72,13.23,23.94,55.4,-10.8,3.44,13.21,24.94,56.81,-7.35,3.23,12.93,24.77,52.04
196409,-24.56,1.26,10.95,21.43,59.99,-18.68,0.95,11.17,21.26,68.53,-14.84,0.84,11.46,21.39,54.12,-14.68,1.48,11.77,20.87,47.58,-9.92,2.5,10.64,21.62,48.38
196410,-23.73,2.36,12.22,23.04,64.16,-18.45,2.76,12.36,23.04,64.07,-13.31,2.43,11.7,22.76,59.32,-13.43,2.73,12.42,22.81,48.23,-9.91,3.14,12.03,22.72,51.59
196411,-22.32,4.16,14.37,24.77,68.78,-14.39,4.35,14.13,24.61,73.82,-11.71,4.38,14.8,24.85,60.92,-11.06,4.69,14.35,25.8,48.8,-6.78,5.73,14.77,25.35,54.23
196412,-20.27,5.94,18.02,29.1,82.55,-14.91,6.16,16.83,28.48,68.51,-11.91,6.31,16.92,28.54,66.27,-10.2,7.06,16.95,29.44,55.56,-4.51,6.81,17.27,28.58,55.18
196501,-20.88,5.69,15.73,27.79,77.69,-15.66,6.34,16.22,27.93,74.96,-11.55,6.14,16.08,27.88,64.41,-8.95,6.57,15.83,27.71,49.88,-7.52,6.8,16.63,26.89,53.26
196502,-22.59,3.87,13.35,23.36,65.72,-17.65,3.58,12.9,22.81,60.97,-11.77,4.27,13.55,23.49,55.26,-9.88,3.98,13.57,23.24,46.21,-8.74,3.96,13.37,22.77,46.14
196503,-17.32,7.71,17.08,26.76,73.18,-11.06,8.11,16.51,26.57,59.23,-9.45,7.76,17.32,27.61,61.58,-6.92,7.64,17.08,27.49,49.61,-4.5,8.01,16.51,26.49,47.21
196504,-17.5,7.46,16.84,27.06,75.39,-12.23,7,16.62,26.51,61.59,-10.48,6.83,17.73,27.92,51.39,-8.39,7.97,16.76,26.8,60.06,-5.21,7.72,17.38,27.19,50.45
196505,-15.35,7.78,17.75,28.41,74.79,-7.98,7.36,17.22,28.08,67.64,-8.79,7.93,17.68,28.26,57.06,-7.04,8.42,17.82,28.01,61.48,-4.73,8.08,17.14,27.05,49.64
196506,-12.98,9.31,19.57,33.15,84.25,-9.52,9.92,19.27,33,79.53,-6.74,9.87,19.91,33.4,62.82,-5.98,9.27,18.88,32.03,68.27,-4.83,9.31,19.67,30.82,59.48
196507,-14.68,6.85,16.96,30.78,80.68,-12.21,7.97,16.85,29.92,81.74,-9.16,8.07,16.78,30.05,62.95,-9.17,7.82,17.16,29.22,52.23,-6.55,7.03,16.86,28.43,54.15
196508,-23.22,-1.97,6.36,16.53,55.59,-19.43,-1.72,6.35,16.02,59.09,-16.13,-1.74,6.41,16.33,39.76,-15.62,-1.82,6.65,15.76,36.35,-12.72,-1.66,6.25,15.19,33.93
196509,-21.42,-0.07,9.04,20.52,64.37,-17.87,0.71,9.12,19.99,57.54,-13.43,0.44,8.94,20.4,52.43,-12.98,0.57,9.77,19.14,48.24,-10.15,0.37,9.91,20.14,44.91
196510,-20.71,0.46,9.94,22.34,64.35,-16.7,1.39,9.89,22.15,54.05,-15.13,0.35,10.36,21.98,57.27,-13.39,0.39,10.66,21.06,53.91,-10.34,0.71,10.05,22.25,45.88
196511,-20.91,1.34,11.69,23.87,64.47,-15.24,1.64,11.6,23.47,66.38,-13.91,1.39,11.38,24.53,60.85,-12.08,0.82,11.44,24.3,64.57,-9.16,1.49,11.54,22.69,50.92
196512,-18.97,4.23,14.58,29.08,84.45,-12.72,3.92,15.37,29.05,80.59,-10.33,4.61,15.57,29.77,70.44,-7.63,3.98,14.81,29.28,87.2,-6.99,3.36,14.53,29.77,62.18
196601,-17.13,5,18.32,35.87,107.08,-11.91,5.74,19.07,36.79,104.74,-9.38,5.21,18.72,36.65,88.79,-9.12,3.82,18.24,34.99,114.89,-7.26,4.36,17.95,36.96,79.98
196602,-19.06,3.11,15.34,30.78,97.72,-14.7,3.01,15.32,32.69,94.17,-8.72,4.09,14.7,31.48,80.81,-10.68,3.23,14.92,32.7,106.58,-7.89,2.07,14.65,29.87,70.71
196603,-17.29,2.84,16.42,33.33,100.41,-14.34,3.47,15.5,33.81,103.86,-10.32,3.23,16.58,33.8,90.87,-12.26,2.47,16.18,33.82,101.42,-9.13,2.29,16.06,32.93,84.77
196604,-17.76,1.7,16.67,35.66,107.37,-15.48,1.62,15.7,35.47,108.18,-11.95,2.43,16.65,35.3,98.73,-13.16,1.87,16.6,35.39,109.29,-10.98,1.38,17.04,35.46,97.65
196605,-21.31,-2.72,9.73,25.58,98.99,-18.48,-1.37,9.27,25.89,104.53,-17.04,-2.28,9.99,24.5,80.54,-15.09,-3.26,8.76,25.98,100.44,-13.88,-2.33,9.04,27.53,82.76
196606,-20.53,-0.13,13.9,32.46,113.04,-17.73,0.32,14.13,32.2,119.26,-15.53,-0.34,14.51,33.27,105.55,-15.18,-0.75,13.34,33.33,104.92,-12.69,-0.99,14.34,32.31,80.78
196607,-21.44,0.98,13.89,33.88,109.59,-16.26,0.35,14.06,32.34,97.49,-14.14,0.4,13.76,32.66,105.89,-13.19,0.35,14.27,33.43,99.99,-11.69,-0.59,13.7,34.33,91.26
196608,-22.62,-2.97,9.71,29.21,101.38,-18.4,-2.41,9.47,29.41,89.89,-17.12,-2.58,9.44,28.03,97.38,-16.25,-3.24,9.47,28.67,85.75,-13.95,-3.41,9.06,26.87,85.19
196609,-25.72,-6.13,4.2,19.56,84.64,-21.84,-6.75,3.68,18.23,78.93,-19.53,-6.49,4.39,20.09,89.21,-17.78,-7.01,4.27,20.39,67.82,-17.25,-7.09,3.05,19.07,70.33
196610,-34.17,-16.69,-7.96,5.04,56.46,-28.8,-16.81,-7.4,3.07,50.29,-28.08,-16.27,-8.46,3.18,60.55,-25.34,-16.05,-7.83,4.03,44.74,-24.61,-16.98,-8.52,4.38,39.68
196611,-38.02,-19.92,-12.05,-1.28,41.48,-33.37,-19.87,-11.53,-1.75,40.54,-30.97,-19.98,-11.94,-3.15,36.05,-29.94,-19.74,-12.74,-1.52,26,-29.71,-19.83,-12.73,-1.74,24.61
196612,-39.19,-19.75,-11.29,-2.47,31.92,-34.84,-19.28,-11.13,-3.37,24.23,-32.7,-19.52,-11.41,-3.44,23.07,-30.92,-19.76,-11.34,-3.93,19.81,-32.77,-19.49,-10.77,-2.27,17.2
196701,-39.31,-20.95,-12.08,-2.17,31.7,-34.55,-20.82,-11.93,-3.02,28.26,-33.04,-20.19,-11.85,-2.98,33.22,-31.8,-20.92,-12.34,-2.99,25.86,-33.61,-20.63,-11.93,-2.25,20.57
