Date,Mkt-RF,SMB,HML,RF,UMD,STREV,LTREV
193404,-1.79,2.8,-3.75,0.01,-5.12,0.08,-4.15
193405,-7.25,-0.26,-5.91,0.01,-2.83,-6.07,-7.61
193406,2.64,-2.14,-2.92,0.01,-0.96,-0.85,-4.39
193407,-10.96,-6.94,-10.66,0.01,8.73,-4.93,-13.26
193408,5.58,5.42,0.5,0.01,2.41,12.68,5.45
193409,-0.23,-1.52,-1.24,0.01,-0.1,1.8,0.04
193410,-1.66,1.24,-5.11,0.01,6.91,0.02,-3.63
193411,8.33,6.49,-2.24,0.01,4.22,2.09,2.85
193412,0.36,3.08,-3.17,0.01,4.63,-2.96,-2.36
193501,-3.45,1.07,-1.89,0.01,3.6,2.77,-2.31
193502,-1.94,0.42,-7.24,0.02,13.75,-2.95,-8.79
193503,-3.68,-3.54,-5.06,0.01,2.86,-2.04,-0.5
193504,9.06,-1.56,4.27,0.01,-4.72,3.09,5.47
193505,3.47,-3.28,2.52,0.01,-3.67,3.97,2.11
193506,5.93,-5.03,2.13,0.01,2.07,1.98,0.16
193507,7.51,1.47,6.86,0.01,-4.22,-1.23,9.81
193508,2.65,6.28,5.7,0.01,-7.69,-3.45,9.76
193509,2.63,1.57,-4.05,0.01,8.93,-0.59,0.28
193510,7.03,2.65,-2.33,0.01,2.09,1.69,5.42
193511,4.88,4.3,11.91,0.02,-5.91,5.81,7.68
193512,4.56,0.22,1.07,0.01,3.75,-3.37,1.31
193601,6.89,5.1,10.51,0.01,-3.36,-1.46,12.15
193602,2.49,1.14,5.04,0.01,2.57,1.94,1.89
193603,0.99,0.66,-1.66,0.02,1.73,1.79,-1.63
193604,-8.14,-6.03,-2.08,0.02,-7.83,-0.69,-6.86
193605,5.19,0.81,2.63,0.02,2.37,3.37,3.29
193606,2.4,-3.25,-1.2,0.03,0.45,1.19,-2.34
