Date,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
198511,17.84,28.15,33.1,33.88,32.51,146.77,150.98,155.54,153.53,147.19,344.5,370.67,369.64,386.78,357.33,858.38,886.95,949.82,909.81,850.58,4157.34,6233.21,3701.97,4732.35,3310.66
198512,17.54,29.22,33.31,34.62,34.87,151.43,159.83,159.58,157.9,156.67,371.44,377.79,379.78,395.57,372.27,869.78,935.8,955.98,976.25,911.29,4350.73,6514.47,4400.36,4709.21,3405.88
198601,18.99,31.62,35.18,35.29,37.69,165.15,167.27,161.97,169.8,161.26,392.19,407.42,400.77,404.94,387.1,896.82,992.05,990.16,996.94,955.63,3678.47,4092.36,7081.85,4528.76,3651.68
198602,19.49,32.46,34.62,38.22,39,157.87,164.72,170.76,166.32,162.61,394.17,401.61,408.07,408.36,399.43,942.55,959.18,1016.18,1026.15,996.43,2891.78,4292.71,6836.64,4253.15,4218.52
198603,20.37,33.32,36.42,40.26,41.9,166.23,177.13,176.81,177.76,176.01,408.28,435.24,419.17,451.06,422.12,993.83,1031.51,1142.46,1067.62,1050.21,2904.74,5889.82,6777.8,4868.49,4097.38
198604,21.13,33.89,40.02,46.64,43.87,182.73,187.85,191.47,184.33,189.3,467.52,456.1,457.64,462.94,452.32,1055.05,1105.09,1095.01,1159.31,1108.81,3469.96,6953.81,6657.39,4738.3,4442.5
198605,21.02,36.28,41.45,42.94,43.94,184.43,184.63,184.6,187.33,186.82,458.98,446.39,448.99,464.27,449.65,1044.2,1085.9,1137.41,1030.28,1155.64,5432.33,7657.75,5448.8,5134.25,4248.47
198606,21.12,36.94,36.46,45.41,43.68,189.74,191.13,192.92,186.93,190,483.2,458.4,493.66,470.7,462.06,1073.33,1112.23,1177.94,1121.74,1152.45,4948.59,5865.82,6562.19,5099.93,4884.97
198607,21.77,34.86,38.82,42.87,42.37,186.63,191.09,188.79,195.77,182.71,471.07,475.28,476.26,489.96,463.62,1063.73,1133.15,1169.1,1188.99,1142.77,3699.57,5885.91,6795.41,5115.88,5675.7
198608,19.57,32.95,34.49,38.35,38.02,161.54,163.8,169.27,177.47,162.79,429.99,398.51,419.96,438.45,436.15,972.41,1034.46,1087.07,1075.48,1137.52,4302.82,6160.9,5033.3,5401.82,5438.96
198609,20.16,33.32,34.41,38.83,39.17,172.17,169.21,170.25,180.05,176.03,428.47,426.39,439.99,458.56,454.29,1085.63,1114.69,1140.71,1123.07,1218.45,4040.2,7574.69,5541.3,5299.35,5842.62
198610,19.08,32.65,38.03,35,36.53,161.56,164.49,163.01,172.72,160.9,414.92,409.62,423.52,439.04,416.96,966.8,1089.6,1047.84,1045.62,1146.2,3751.67,8027.27,5684.46,4564.62,4938.3
198611,21.08,32.59,34.83,37.46,35.15,164.53,165.47,170.49,179.24,169.62,405.09,430.9,458.11,430.45,422.94,1065.71,1105.73,1139.47,1155.75,1158.66,3854.7,7675.87,5706.64,5332.4,5165.65
198612,21.53,33.14,36.34,36.78,34.64,162.53,164.41,169.48,182.12,168.58,388.29,449.23,436.4,425.39,405.95,1034.41,1095.24,1106.28,1199.54,1117.28,7855.59,5218.64,5527.53,6418.31,4777.05
198701,21.28,32.52,34.19,37.95,31.14,165.18,160.74,166.21,181.5,168.61,423.37,431.85,423.27,430.32,411.99,1001.72,1092.74,1082.2,1196.92,1075.24,11895.5,3791.99,5668.57,6943.98,4525.58
198702,23.71,36.75,39.65,38.65,37.35,177.51,178.31,192.69,194.26,195.05,451.71,473.53,487.41,476.57,470.27,1156.35,1259.87,1236.15,1246.83,1237.82,8831.15,4393.72,4549.16,6938.69,7481.34
198703,25.77,37.44,41.43,41.85,38.84,193.45,199.04,191.91,213.27,200,474.3,492.14,517.93,506.65,497.25,1190.39,1256.09,1295.48,1353.95,1273.41,8247.89,4700.39,5288.52,6734.27,7585.46
198704,25.45,38.8,42.37,43.97,38.97,197.16,195.84,215,206.52,205.31,478.26,542.57,508.12,525.51,503.83,1197.75,1251.73,1292.03,1435.54,1289.82,3665.34,6626.13,5775.56,7354.84,7036.5
198705,25.44,37.06,40.64,41.2,37.07,190.16,191,202.94,201.27,200.26,480.21,503.29,518.53,492.88,497.34,1162,1242.31,1305.51,1313.09,1305.74,3392.35,6941.53,5315.41,6802.14,7628.77
198706,26.26,36.25,39.48,43,36.7,186.65,190.2,197.3,195.14,197.3,482.39,478.83,494.88,481.56,497.01,1275.84,1217.52,1261.75,1244.4,1301.83,3100.64,3952.23,7682.87,6280.53,7818.8
198707,27.42,36.98,42.8,40.11,37.62,196.72,197.8,200.8,194.21,200.35,505.89,510.06,522.36,513.05,501.55,1261.45,1376.27,1283.51,1312.59,1342.58,3449.39,5113.42,6933.5,7162.25,8139.49
198708,27.36,41.09,40.8,43.1,39.06,194.79,201.05,205.52,205.53,204.45,517.67,535,529.49,514.41,510.39,1276.46,1472.27,1319.99,1415.83,1370.24,4036.85,5447.93,7385.87,6467.09,9425.32
198709,27.04,38.17,41.1,38.4,39.58,206.82,201.23,208.31,207.61,207.17,542.68,541.97,536.04,547.49,521.17,1390.13,1384.99,1434.17,1428.55,1389.12,5265.22,5112.54,8058.32,7951.64,8477.19
198710,26.92,38.59,41.54,42.13,41.31,196.76,208.61,201.98,207.83,205.97,523.51,536.29,530.49,538.31,497.33,1362.64,1360.04,1420.95,1365.61,1360.18,4137.94,5243.88,7294.72,7986.01,7799.09
198711,17.79,26.93,27.49,28.72,25.03,136.16,136.68,140.83,136.41,135.51,405.66,365.54,355.66,361.2,356.48,992.68,1080.43,1013.63,980.08,1067.55,3251.68,3984.79,6078.96,6525.11,6533.21
198712,17.31,26.63,25.72,23.98,24.26,123.2,124.77,135.28,133.93,128.73,342.09,344.22,355.36,357.82,328.28,897.9,942.2,949.86,959.81,1021.26,2205.33,3534.17,3345.91,5991.17,7006.39
198801,17.53,25.63,25.96,26.43,23.66,130.72,136.15,141.66,136.57,134.53,379.01,370.04,365.94,379.23,366.68,942.79,1054.15,1093.78,1006.11,1071.66,2307.14,3787.29,4315.15,6506.64,6633.56
198802,18.33,26.72,28.85,28.98,27.75,134.03,142.61,147.71,143.12,143.89,384.42,377.71,389.99,382.11,383.56,950.6,1072.44,1061.17,1134.56,1082.96,2544.8,4649.89,4149.77,7627.39,5838.81
198803,19.85,29.09,30.39,29.24,26.46,142.36,154.27,165.57,150.22,153.62,396.62,414.08,417.81,431.26,415.48,999.3,1070.58,1266.7,1158.82,1181.07,2709.5,4049.59,6870.5,5229.23,7203.91
198804,20.13,28.4,33.68,30.51,28.97,148.89,148.42,158,158.55,161.55,396.69,416.92,418.97,431.49,422.3,1049.61,1127.44,1181.48,1184.05,1194.39,2887.47,6310.99,5012.38,5738.12,6247.68
198805,19.34,29.37,31.82,32.63,31,149.18,156.93,159.37,155.83,163.18,417.66,405.23,416.89,423.47,422.79,1135.58,1081.77,1241.47,1155.16,1146.58,8544.15,5897.78,4812.42,6214.85,4739.28
198806,17.76,27.5,32.52,30.62,30.65,142.51,149.18,162.19,152.52,157.7,414.71,427.42,417.32,417.37,425.93,1140.5,1210.46,1156.77,1213.2,1141.73,4071.93,6999.26,5204.61,6945.02,4158.12
198807,19.51,28.73,31.85,31.42,32.7,155.58,166.66,166.3,169.15,162.82,455.15,448.42,431.22,456.5,444.68,1179.33,1269.97,1212.27,1256.65,1235.21,4086.21,6959.46,5676.4,7093.46,4915.47
198808,18.74,28.97,31.45,31,34.73,158.32,160.89,171.69,165.5,162.14,437.79,456.79,439.7,438.35,421.67,1226.07,1223.31,1244.58,1143.26,1209.5,4326.73,7160.13,6061.08,5719.71,5108.21
198809,18.73,26.89,30.77,30.56,31.57,154.09,162.25,170.39,158.16,157.6,434.12,424.1,443.15,436.72,414.52,1069.13,1214.57,1207.99,1177,1169.42,4426.6,6479.16,5949.71,5977.82,4894.3
198810,19.43,28.61,30.38,32.11,32.3,163.63,176.98,167.47,167.13,167.08,436.36,454.84,455.84,458.12,447.18,1113.88,1293.81,1201.44,1185.89,1271.5,6878.44,6419.87,5630.9,7052.54,4453.73
198811,17.63,28.23,31.63,32.96,32.23,161.85,170.13,165.48,174.42,162.92,437.96,478.76,465.79,432.34,440.93,1141.88,1249.54,1251.15,1233.14,1197.23,9381.15,7263.79,5115.26,4891.95,3705.4
198812,16.59,30.1,30.08,31.13,32.43,159.63,166.52,160.02,161.98,156.33,415.29,441.06,450.32,440.19,432.94,1055.28,1159.6,1291.33,1193.21,1230.74,5022.32,6839.18,7024.15,5316.34,4838.59
198901,18.17,27.46,31.37,31.8,30.1,171.56,174.62,158.73,175.41,167.45,447.13,461,452.15,459.82,456.69,1133.78,1233.27,1162.32,1295.25,1199.97,4236.35,6805.01,6884.49,5999.08,5202.74
198902,18.82,26.45,32.43,35.81,33.96,172.12,173.72,179.17,172.19,179.16,488.39,484.32,509.69,456.35,459.16,1220.98,1319.37,1304.84,1167.51,1359.88,4388.05,6139.28,8649.97,6116.06,5402.77
198903,19.47,29.76,31.35,33.87,33.45,172.14,178.11,181.15,183.53,175.81,462.36,500.31,495.2,456.42,472.14,1202.82,1281.62,1272.87,1267.15,1287.43,3464.63,4286.85,6999.37,8368.46,4919.63
198904,20.16,31.07,34.9,35.39,33.05,172.63,182.35,179.49,190.13,179.04,460.23,513.63,507.14,475.56,487.18,1199.63,1306.94,1310.98,1352.77,1250.43,4550.36,3679.18,6177.05,9667.68,5019.07
198905,20.02,31.17,32.89,37.07,33.45,179.49,182.91,185.72,191.98,184.25,513.48,506.26,543.13,482.13,496.5,1265.81,1352.08,1322.48,1432.4,1299.29,4692.87,6941.76,6158.05,7880.34,6105.63
198906,19.64,33.32,33.74,34.98,35.16,188.13,179.72,188.84,196.1,192.46,530.98,534.47,541.65,499.45,532.55,1266.48,1389,1340.5,1487.5,1323.97,4675.2,6787.17,7154,8268.63,5865.58
198907,20.53,29.69,31.98,34.48,34.76,177.71,185.28,189.33,193.06,189.62,512.64,523.42,540.25,517.49,502.05,1299.34,1345.4,1357.11,1421.68,1359.3,9509.93,6725.29,4625.72,7593.36,7841
198908,21.01,33.22,35.04,35.47,36.99,188.53,190.07,195.11,204.77,194.06,500.83,520.16,551.73,530.05,521.58,1269.81,1404.86,1471.05,1465.3,1472.52,8666.52,6671.12,7264.78,7688.63,7774.1
198909,21.78,33.49,36.62,37.94,37.75,189.58,195.99,204.89,199,197.79,522.05,552.96,538.83,570.56,520.08,1281.03,1495.35,1503.19,1480.25,1500.47,3341.72,8265.1,6813.07,7250.58,8333.58
198910,21.71,33.42,40.23,35.25,37.64,190.83,196.91,204.49,198.54,202.05,515.58,524.63,566.06,542.49,539.69,1149.24,1486.3,1533.95,1500.41,1414.43,3119.33,7888.6,6157.32,8596.95,7394.64
198911,19.32,30.38,32.86,33.25,33.47,174.71,183.38,186.69,182.57,186.8,507.52,502.53,506.14,525.26,503.34,1159.66,1411.34,1431.21,1396.85,1343.98,12310.47,6519.61,5913.37,8617.18,7665.06
198912,19.47,29.52,33.87,33.86,33.22,182.14,188.87,192.9,191.26,189.37,495.38,526.2,534.22,550.42,501.91,1126.76,1490.03,1454.4,1440.17,1330.24,9048.02,7737.37,5732.79,7781.11,8512.73
199001,18.36,29.43,32.84,35.18,33.05,178.28,188.72,195.16,186.6,188.92,502.95,518.48,529.5,545.16,510.68,1266.84,1513.97,1408.07,1431.4,1346.35,13504.57,5081.04,6159.07,8613.67,8387.3
199002,16.66,27.73,29.74,31.75,31.5,161.21,166.83,172.83,178.3,170.03,416.97,462.14,499.42,491.27,483.84,1236.18,1273.39,1318.66,1337.86,1310.03,14348.48,5410.23,5959.41,7171.44,8418.89
199003,17.15,29.05,28.32,30.78,30.43,164.32,176.55,175.53,183.18,177.2,424.87,485.01,507.14,495.25,493.36,1202.75,1356.88,1286.34,1368.95,1327.98,4059.82,6553.56,6249.59,6390.25,8975.32
199004,18.35,27.77,29,31.28,33.27,173.03,181.3,187.37,187.75,182.51,444.03,493.6,503.92,534.7,497.08,1353.95,1398.19,1256.4,1404.06,1384.96,2825.49,4768.59,7208.36,7751.99,8720.98
199005,17.14,26.43,29.01,29.78,30.41,164.44,168.55,173.27,179.76,167.76,435.9,453.59,472.83,502.45,449.12,1338.39,1285.35,1275.1,1279.54,1267.68,2931.01,5022,7154.89,7987.71,7977.5
199006,18.39,26.38,27.83,31.9,31.49,168.28,183.78,188.1,185.08,183.88,485.92,509.07,496.27,514.17,501.4,1331.77,1379.48,1397.42,1385.9,1417.2,3103.97,5075.04,5388.31,9814.25,9557.81
199007,18.27,28.11,29.27,28.56,32.95,164.84,182.76,190.14,187.47,179.91,443.89,498.61,516.7,524.4,478.46,1259.8,1366.5,1394.98,1307.75,1391.32,3377.04,4917.75,5019.98,9348.38,9158.48
199008,16.88,25.79,28.35,28.33,30.25,160.47,174.98,177.19,176.57,175.71,457.64,467.94,494.27,486.92,475.34,1254.28,1376.78,1326.96,1340.84,1298.35,3323.11,5219.83,5990.87,8903.39,9649.85
199009,14.69,21.94,25.51,23.81,24.8,141.43,151.82,145.09,151.13,145.75,399.55,419.42,397.35,441.38,411.62,1183.11,1160.41,1188.9,1192.52,1220.05,3055.67,4564.08,6504.64,6263.73,10251.76
199010,13.67,20.61,20.93,21.46,22.28,131.12,136.13,129.56,135.4,133.36,391.76,378.31,388.52,387.06,373.27,1124.62,1023.84,1119.68,1080.51,1110.64,2750.15,4712.01,4788.37,7067.96,8821.99
199011,11.92,18.02,19.06,19.81,18.6,113.66,115.29,123.73,117.71,116.24,341.31,356.43,367.22,356.63,348.9,975.25,1044.06,1074.06,1055.43,1075.48,3407.96,4779.45,4483.31,6516.93,9683.19
199012,12.34,17.42,20.43,19.02,18.85,123.68,123.01,126.2,128.05,122.86,365.39,363.43,395.44,367.92,377.91,1127.8,1103.06,1172.15,1152.26,1110.9,2755.31,4433.79,4849.18,6681.8,9779.97
199101,12.15,17.49,21.15,18.41,19.42,127.05,130.64,129.22,128.97,127.98,375.56,378.37,419.98,394.44,383.12,1155.63,1206.9,1145.14,1207.21,1143.56,3862.16,5495.94,5088.29,7216.72,9492.15
199102,12.69,20.34,23.01,22.34,23.61,135.15,137.96,140.24,143.3,139.67,382.14,428.27,417.88,432.31,399.66,1249.51,1153.24,1210.61,1258.16,1193.31,2831.64,6091.54,5727.12,6772.08,9966.04
199103,14.93,24.16,24.34,28.56,26.66,157.39,151.3,154.14,162.68,154.98,435.01,456.68,468.4,458.19,444.87,1275.55,1284.36,1376.14,1284.16,1319.01,5320.85,6224.42,6583.98,7998.78,9565.68
199104,16.44,25.28,24.68,32.19,29.62,166.11,159.84,169.03,169.73,161.86,439.18,485.85,483.4,485.51,460.5,1164.65,1338.69,1430.27,1344.07,1323.02,4659.35,6611.34,6991.42,7405.74,10157.22
199105,16.96,24.72,29,30.25,30.73,158.75,151.86,173.9,168.75,163.94,428.22,491.99,469.53,491.5,467.2,1268.26,1304,1398.14,1353.74,1367,5422.38,6161.82,9135.63,6917.69,9665.68
199106,18.75,24.23,27.79,29.01,30.92,165.61,177.46,172.23,183.68,174.52,480.06,517.82,479.35,519.53,505.07,1201.25,1447.69,1444.66,1424.4,1399.17,6297.44,7690.19,8858.42,7097.63,10143.07
199107,17.85,25.46,26.6,28.74,30.14,156.12,162.67,179.79,180.13,169.66,466.27,464.66,490.76,490.87,502.09,1169.02,1344.8,1430.15,1358.95,1320,4896.46,9333.35,7286.31,7542.76,8670.41
199108,17.27,24.99,27.72,30.75,29.73,163.73,163.49,171.22,175.89,175.46,470.01,494.69,512.75,494.26,499.1,1307.66,1439.45,1382.07,1422.1,1334.95,4568.93,10248.18,7757.25,9336.78,7472.94
199109,16.93,25.16,28.65,30.27,32.99,169.4,176.14,173.07,178.93,177.21,491.43,524.18,520.77,512.36,511.23,1375.36,1397.67,1441.93,1430.16,1353.58,4458.55,10314.27,8663.28,8083.74,8012.39
199110,15.55,27.22,30.24,31.59,33.25,170.47,172.88,175.68,186.05,178.94,509.2,537.95,499.84,528.15,535.64,1475.6,1319.06,1432.86,1435.14,1431.47,9246.12,9402.55,7233.8,9602.97,6622.14
199111,16.15,24.76,29.17,29.54,31.82,172.11,170.35,178.72,173.64,181.14,510.2,527.86,554.46,521.79,526.17,1452.13,1354.87,1355.8,1493.8,1408.13,9310.11,8377.62,9377.51,9020.89,5476.61
199112,15.74,25.12,27.28,27.72,31.5,160.62,169.25,169.07,173.8,173.9,485.91,506.88,510.75,492.44,479.91,1348.36,1343.39,1270.51,1391.02,1329.31,9195.71,7561.59,7994.19,9310.21,5439.17
199201,17.28,26.04,26.81,29.66,29.74,180.47,182.05,186.47,191.19,186.68,555.26,545.81,565.65,550.85,530.38,1506.16,1457.12,1482.21,1529.88,1519.24,9321.89,7804.48,9835.49,8672.26,9412.21
199202,19.76,28.38,32.73,33.13,33.63,181.41,195.89,194.34,205.67,196.58,556.77,588.47,561.48,575.69,554.16,1562.44,1438.54,1499.75,1519.23,1520.48,6933.56,8339.04,9674.12,7660.09,9550.45
199203,22.42,30.42,35.52,36.31,35.65,193.97,209.59,200.36,214.52,209.43,553.89,601.45,568.36,594.04,579.54,1439.09,1440.18,1601.96,1572.19,1494.28,7918.17,8648.05,9558.16,8076.68,8798.6
199204,23.3,32.22,36.1,36.06,37.08,190.7,208.87,207.1,210.83,205.06,560.32,598.93,579.51,552.33,558.31,1494.26,1449.19,1501.54,1551.13,1442.04,10394.64,9836.2,8396.33,7548.79,8227.31
199205,22.28,30.61,34.99,34.58,34.87,188.33,185.22,211.17,202,195.71,552.61,563.63,576.92,554.77,558.66,1336.6,1531.31,1530.78,1571.77,1426.11,9152.9,9558.36,9172.32,8492.08,7077.94
199206,23.51,31.73,34.4,33.76,33.55,190.44,192.99,200.81,207.03,193.53,536.07,556.47,593.38,538.87,558.78,1374.38,1486.58,1551.42,1503.49,1429.05,3993.41,10304.35,7989.63,10185.21,6858.19
199207,23.03,31.9,32.39,35.32,33.12,182.85,187.44,190.14,204.21,187.01,548.44,544.44,541.49,545.83,524.45,1319.8,1437.41,1500.97,1464.56,1429.87,4704.29,10021.11,9442.23,8575.38,6598.16
199208,25.09,31.18,36.23,36.57,33.04,187.27,205.74,200.27,200.36,196.66,544.04,589.87,544.27,571.82,566.73,1382.9,1401.7,1553.15,1526.89,1516.64,6471.78,7725.01,12976.92,7595.05,6876.35
199209,25.36,28.04,33.97,35.95,31.81,182.28,189.12,187.53,196.51,191.24,517.12,551.88,551.62,550.03,558.78,1326.93,1403.25,1465.75,1506.56,1478.17,6965.31,7473.93,11453.56,8790.98,5288.04
199210,26.16,31.46,33.43,34.29,32.29,189.55,188.28,198.83,204.8,194.72,524.57,560.35,578.16,570.49,566.53,1285.21,1421.19,1577.56,1494.63,1480.52,5304.73,7651.29,10582.46,9033.18,6684.11
199211,27.28,32.17,35.13,33.75,33.48,191.72,203.43,203.94,209.82,202.65,573.32,552.04,571.94,589.68,594.66,1268.62,1443.6,1538.79,1620.09,1493.84,7515.46,8673.25,9306.52,9393.91,6646.9
199212,28.01,36.38,37.92,37.56,36.4,203,211.69,225.72,222.86,211.97,596.3,613.04,611.09,622.3,609.99,1422.63,1552.9,1607.21,1656.39,1512.2,10368.95,9458.96,9447.38,9631.36,6244.15
199301,30.73,37.66,40.96,36.03,37.74,209.63,221.77,225.54,227.76,221.45,597.73,624.45,605.15,628.47,608.26,1469.94,1629.8,1632.24,1604.54,1508.96,9717.36,11904.42,9051.46,8068.92,6113.94
199302,31.27,41.65,45.44,46.12,40.96,215.22,242.94,225.69,235.01,234,640.79,623.64,634.39,636.76,618.97,1528.56,1660.76,1659.66,1600.41,1558.86,9039.07,7926.4,10687.5,9518.86,6846.86
199303,30.94,41.12,44.71,45.43,41.16,212.85,237.52,234.3,226.49,230.48,616.27,604.84,646.22,645.69,599.76,1434.89,1730.24,1590.25,1669.49,1570.36,9782.13,9959.93,8827.49,9726.29,7977.61
199304,33,44.59,44.91,48.11,44.24,231.54,243.57,232.89,241.34,245.96,607.93,636.27,671.15,669.88,623.23,1554.57,1706.01,1657.6,1664.15,1672.13,9618.53,9249.68,9378.19,9536.14,8601.87
199305,30.78,41.82,49.04,40.87,46.04,225.48,229.54,236.59,233.09,243.06,603.64,617.87,631.1,665.28,608.19,1608.68,1656.6,1625.87,1612.01,1609.33,11622.92,8410.16,10231.22,8405.07,6526.26
199306,33.77,43.77,48.99,45.65,44.99,241.12,249.4,251.56,244.67,254.86,627.41,662.09,658.18,659.29,655.72,1661.2,1619.27,1741.57,1633.98,1657.53,11806.83,10093.1,8871.38,9537,6568.08
199307,32.33,42.27,52.22,47.86,46.12,233.51,250.92,253.25,253.27,254.34,634.13,670.55,675.65,639.29,663.7,1799.43,1660.52,1716.51,1625.17,1672.56,10934.38,10908.21,8828.32,7753.51,8466.68
199308,33.45,44.65,49.24,45.31,46.82,240.09,243.91,249.91,252.72,252.94,624.27,638.61,697.42,660.49,626,1677.89,1741.45,1663.55,1661.7,1679.82,10386.05,8996.37,9899.38,7783.6,8777.39
199309,33.84,45.84,49.49,47.63,47.87,242.35,255.39,258.33,263.67,254.74,622.96,719.88,723.15,668.82,654.22,1703.48,1778.09,1798.66,1716.27,1778.73,12172.75,10188.37,7459.18,9871.94,8870.01
199310,34.37,47.65,51.72,48.83,51.17,243.45,266.47,262,266.49,268.98,632.86,745.6,730.47,666.8,659.89,1815.29,1846.18,1659.27,1804.6,1681.73,12216.9,10034.03,7425.23,11111.92,7102.31
199311,36.87,46.6,54.29,49.64,51.44,255.91,262.58,278.32,265.11,279.39,660.89,738.28,718.74,657.14,669.48,1847.75,1683.02,1756.6,1709.08,1727.96,11181.02,9674.34,7880.02,10766.05,7848.85
199312,39.17,47.14,50.56,51.43,50.28,260.78,264.74,259.13,269.93,277.28,649.85,722.85,689.78,660.5,634.51,1733.4,1655.81,1753.39,1697.97,1680.41,11521.46,8166.75,10651.7,8357.95,8931.04
199401,38.72,53.98,53.8,53.84,49.09,265.81,271.55,277.3,275.71,275.39,673.3,706.52,701.7,691.7,658.95,1735.96,1665.62,1852.34,1676.2,1741.78,8274.67,9315.08,10987.17,9688.21,7924.05
199402,40.05,53.64,59.02,52.92,55.12,271.08,268.53,293.12,283.77,288,675.73,703.74,739.7,717.1,699.64,1749.16,1712.24,1868.64,1755.1,1725.61,10390.86,8586.3,10664.65,10554.82,7876.43
199403,36.66,53.3,52.49,54.71,53.35,265.17,269.27,266.17,288.2,275.16,685.27,723.53,711.31,676.82,692.25,1813.07,1761.23,1669.9,1714.97,1686.51,8520.91,9669.49,10586.56,9465.22,7318.23
199404,35.89,49.53,54.27,50.4,51.62,265.12,252.02,250.37,264.4,256.6,644.05,664.73,655.19,656.66,648.81,1648.35,1657.27,1635.14,1603.27,1550.45,6107.03,9478.63,10213.9,10039.64,6535.29
199405,35.36,54.38,51.99,50.77,50.94,253.36,261.26,259.98,268.43,260.75,630.03,680.99,642.58,637.06,644.53,1692.37,1579.67,1631.01,1611.66,1600.28,6976.6,9608.37,9511.49,10679.3,6596.09
199406,36.24,48.02,51.32,51.75,50.24,245.55,248.53,247.3,248.14,259.07,631,634.74,613.1,608.28,636.92,1563.92,1601.86,1599.99,1596.19,1507.1,8668.41,8200.31,9726.93,10731.2,6220.75
199407,34.83,47.37,48.74,52.32,49.8,246.18,243.62,254.02,242.53,242.48,617.83,641.44,600.53,604.98,601.8,1515.17,1536.75,1593.08,1540.8,1479.51,5165.56,10040.25,9345.63,9499.58,7350.3
199408,35.14,48.27,52.6,53.92,48.2,248.79,254.12,256.2,255.09,245.73,656.48,635.31,623.29,621.54,646.18,1643.94,1611.79,1619.02,1526.44,1506.19,5291.64,10044.86,10215.95,9703.66,7660.74
199409,38.79,53.53,51.41,52.47,49.22,260.77,261.05,277.49,266.04,257.66,644.93,669.13,669.98,691.1,661.39,1672.81,1626.69,1758.68,1652.85,1525.1,5760.35,8581.05,9639.25,12176.46,8279.82
199410,38.38,53.43,52.37,55.06,52.86,253.16,269.11,278.27,250.4,269.69,647.07,654.28,665.9,628.27,662.98,1645.31,1667.61,1619.68,1635.3,1529.86,5096.1,10293.6,9882.06,9398.6,9455.34
199411,38.25,52.14,52.84,56.29,52.16,258.64,270.04,260.85,257.99,257.3,639.33,672.59,638.29,649.58,659.12,1679.24,1601.16,1632.59,1575.02,1585.14,6534.58,8796.12,10977.14,10329.05,8555.88
199412,35.43,47.97,50.5,51.61,49.73,239.57,258.94,246.49,239.84,241.62,583.17,613.27,623.02,606.09,631.58,1538.87,1499.14,1574.2,1490.96,1468.01,7198.2,6449.9,10240.27,10442.6,8745.86
199501,33.67,47.35,51.76,45.36,48.28,237.02,262.84,252.57,244.37,238.2,596.35,615.97,638.72,644.91,625.98,1502.52,1537.78,1568.8,1475.91,1467.33,6236.05,6139.52,8697.75,10824.83,10302.27
199502,36.06,47.44,50.13,52.67,53.14,241.58,250.27,248.16,246.9,251.96,595.74,624.96,626.89,617.87,627.99,1495.07,1570.69,1531,1555.01,1528.67,5443.94,7270.87,10198.44,9383.35,11170.8
199503,37.6,50.15,50.62,52.08,55.56,240.83,251.66,258,264.03,256.02,598.21,643.33,655.1,656.42,636.68,1568.04,1616.39,1518.4,1652.83,1590.72,6050.55,6887.88,9654.24,9598.89,12083.51
199504,35.84,51.84,51.28,55.67,56.27,251.65,242.79,264.62,260.52,251.81,623.7,644,663.09,632.03,643.5,1699.77,1562.41,1629.9,1624.89,1614.18,6506.1,6501.83,10281.05,9778.45,11815.78
199505,36.33,52.84,53.36,52.78,56.75,245.98,263.24,269.21,258.93,258.45,611.74,656,654.89,661.31,657.71,1674.67,1599.22,1671.87,1617.54,1643.02,7351.81,6376.45,9004.81,11099.95,12136.47
199506,36.98,52.89,56.31,53.78,59.94,248.49,264.76,277.12,269.34,263.3,600.43,644.55,672.76,643.73,663.49,1642.24,1674.43,1663.97,1650.95,1656.7,6785.92,8977.3,8605.58,10870.99,13144.53
199507,36.71,55.64,54.44,59.38,61.65,261.56,267.78,274.15,263.61,269.75,639.48,669.69,678.51,682.43,664.36,1689.36,1648.3,1769.81,1787.37,1684.25,6318.86,10724.36,7426.4,10533.04,13283.33
199508,37.97,54.14,56.57,56.43,66.12,275.19,290.84,282.56,278.71,285.18,689.06,709.19,703.82,737.75,696.34,1673.65,1778.8,1847.92,1802.88,1812.14,5188.36,10074.58,10863.17,10115.31,12939.44
199509,39.07,56.09,57.74,57.98,67.4,283.57,295.43,283.09,297.03,292.68,707.94,730.66,727.99,732.69,720.34,1737.86,1789.82,1792.01,1876.7,1824.67,5331.53,9685.14,9458.54,11211.68,13303.24
199510,39.79,56.59,63.54,64.22,65.13,282.5,308.7,291.5,299.42,294.38,691.77,747.6,758.77,756.63,711.97,1687.86,1785.48,1861.97,1925.35,1829.29,5993.44,10168.34,9310.17,13336.91,11978.62
199511,37.56,55.18,57.38,58.01,60.23,270.23,278.17,279.86,283.79,275.23,718.29,727.91,711.96,712.79,695.2,1651.92,1759.49,1844.37,1868.72,1782.86,5985.49,8387.24,11045.21,12459.51,12554.82
