Date,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
197504,6.88,8.51,9.93,9.58,9.84,37.94,38.43,37.14,37.98,39.17,84.42,87.47,84.43,89.71,93.21,245.1,238.35,237.81,240.48,249.96,1353.02,1310.61,1762.22,1702.64,1641.52
197505,6.86,8.95,9.4,9.63,10.17,38.52,38.13,40.28,40.07,39.32,90.62,86.86,92.29,95.96,90.78,257.73,257.74,239.38,263.76,256.88,1408.87,1938.26,2486.1,1307.22,1057.18
197506,7.13,9.32,10.3,10,11.38,41.05,41.57,42.78,41.91,43.11,93.31,97.86,95.17,100.52,97.03,269.59,279.62,261.47,271.97,259.3,1985.07,2870.57,1649.22,1307.53,1110.93
197507,7.78,10.4,11.06,10.36,12.57,44.93,45.89,45.23,43.6,45.75,103.05,99.51,102.36,105.95,100.93,291.41,294.66,293.39,283.22,273.66,2212.97,2613,1830.94,1531.14,1001.16
197508,7.71,9.99,10.65,10.9,12.14,42.41,42.48,43.89,42.17,44.1,93.78,96.84,96.24,105.29,96.65,277.68,280.49,262.19,260.79,276.37,2386.03,2016.23,2145.04,1236.69,918.03
197509,7.19,9.42,9.4,9.9,10.83,39.37,42.02,39.95,40.94,41.85,91.15,91.54,95.04,103.65,90.56,272.61,275.48,255.34,248.64,258.07,2906.41,2310.07,1614.86,1095.65,888.78
197510,6.96,9.12,9,9.07,10.66,38.23,40.14,39.14,38.13,40.01,86.98,90.34,91.93,91.72,88.74,256.09,263.71,241.88,239.72,238.95,2056.82,2129.99,1588.19,1638.21,860.33
197511,7.12,8.63,9.18,9.07,9.84,40.53,41.42,38.34,39.55,40.32,92.53,91.73,90.54,93.39,90.98,260.96,273.24,269.15,234.53,264.82,2178.39,1887.25,1908.27,1526.55,814.07
197512,6.79,9.31,9.25,8.94,10.38,41.11,41.52,42.06,39.58,42.09,96.35,98.26,95.83,100.23,91.84,273.26,279.53,281.52,261.69,270.53,1759.52,2084.25,1777.81,1851.36,1129.22
197601,7.2,8.93,8.42,8.82,9.89,41.51,40.6,39.08,40.2,41.09,92.76,96.38,100.38,99.35,92.2,266.6,293.8,260.89,245.62,269.04,1591.69,2163.83,1864.92,1729.05,774.04
197602,8.62,11.16,10.67,11.4,11.5,48.66,48.63,49.28,48.91,50.87,107.96,113.82,114.81,117.87,115.45,305.14,306.17,309.74,324.58,301.63,1492.52,1759.32,2551.42,1918.58,1515.48
197603,9.25,12.48,13,12.25,13.39,53.86,52,52.8,53.37,54.97,113.11,121.45,124.68,120.83,118.83,316.53,317.23,328.69,307.87,319.46,1750.26,2673.78,1850.76,1930.85,1053.03
197604,9.41,12.64,13.14,11.93,12.76,54.89,53.6,53.68,54.03,54.8,118.64,121.9,119.22,123.87,124.42,315.48,345.91,309.23,308.67,329.2,1976.9,2316.1,2099.35,1653.56,1522.14
197605,9.65,11.56,11.94,12.44,12.16,53.84,52.34,51.47,55.02,52.74,116.69,116.07,119.42,128.24,119.11,314.82,319.07,329.89,313.15,322.51,1690.56,2643.22,2100.94,1226.93,1765.89
197606,9.32,11.78,11.36,11.23,11.57,52.04,50.09,51.84,52.76,50.5,116.3,116.46,116.79,124.27,114.62,304.96,318.33,320.25,291.16,327.66,1804.33,2093.91,2586.7,1355.18,1604.88
197607,8.87,12.04,12.07,11.72,11.63,52.26,54.24,52.49,53.86,51.82,120.66,124.08,124.44,125.25,126.52,317.67,345.45,335.99,322.68,341.14,1904.53,1962.1,2059.02,2915.99,1485.83
197608,9.13,12.88,12.44,13.17,12.09,52.68,53.9,52.56,56.24,52.67,121.3,121.41,121.37,122.18,130.42,313.5,326.32,316.23,344.91,331.53,1615.43,2183.67,2135.87,2730.48,1007.51
197609,8.75,12.34,12.79,13.21,12.02,53.53,52.41,53.66,53.8,52.86,123.7,119.22,120.76,125.36,127.53,323.79,319.07,341.07,329.02,331.39,2095.53,1998.4,2035.42,2398.03,1004.57
197610,8.91,11.53,12.45,12.94,11.88,51.82,54.11,53.09,52.21,52.96,120.88,122.12,123.57,127.02,122.65,318.88,331.49,342.31,334.32,323.88,2044.16,1963.12,2435.07,2264.34,1006.83
197611,8.33,11.65,11.74,12.33,11.41,52.06,52.54,54.11,52.12,52.02,125.88,116.08,125.23,118.04,120.52,318.7,309.95,335.29,350.29,312.63,1961.37,1747.11,2537.5,2237.12,1049.7
197612,8.26,11.11,11.52,13.03,11.29,48.82,55.23,53.22,54.2,52.82,132.77,120.88,122.06,119.12,121.56,327.62,349.52,317.77,345.5,321.04,1906.73,1635.12,2919.76,1755.46,1160.32
197701,9.06,12.71,13.35,12.94,12.53,57.39,56.61,60.03,57.49,57.56,135.68,135.58,130.33,131.27,130.52,352.66,330.53,350.2,380.39,347.03,1849.41,1775.68,3504.07,1477.93,1214.59
197702,9.44,12.33,14.06,14.07,13.43,56.81,59.76,58.17,61.04,60.15,132.93,136.65,133.71,131.57,129.47,325.89,373.69,350.51,340.16,332.79,1883.59,2285.17,1765.73,2450.02,1412.7
197703,8.96,12.16,13.26,14.52,13.89,58.23,58.7,58.19,59.45,57.81,136.59,138.17,130.2,123.63,128.43,337.4,360.47,337.19,329.02,325.09,1987.53,1519.28,2406.29,1967.35,1826.16
197704,8.7,11.95,13.8,14.24,13.55,56.7,57.81,56.42,59.26,58.74,133.79,135.03,128.03,128.89,124.56,338.8,357.6,336.94,327.81,325.2,1818.51,1675.44,2365.19,2180.8,1188.14
197705,8.59,12.86,13,14.98,13.96,57.56,59.26,57.97,60.75,59.77,132.24,137.52,130.61,133.41,126.19,336.88,356.12,340.18,340.67,323.01,1803.18,2094.67,2489.75,1490.71,962.28
197706,8.65,11.53,13.92,14.32,13.96,59.15,57.31,58.11,62.93,59.22,141.82,134.23,130.69,130.42,127.44,354.5,336.02,334.51,337,327.69,1819.56,2547.87,2221.38,1251.6,970.24
197707,9.04,12.09,13.2,15.21,14.03,61.87,60.11,62.67,63.06,62.76,138.91,150.52,140.31,141.47,133.74,364.31,364.36,367.86,344.72,336.04,1757.82,2330.27,2349.12,1946.49,1038.25
197708,8.84,11.86,13.61,14.83,14.58,60.91,60.52,58.99,65.14,61.87,142.19,138.08,146.07,138.43,132.55,362.69,366.97,339.01,341.37,337.86,1918.05,2442.52,2160.71,1430.73,1021.48
197709,8.19,11.81,13.03,14.85,13.93,59.18,58.18,58.86,62.98,60.3,134.49,142.29,143.19,132.4,133.94,361.19,337.46,338.81,336.86,316.39,1883.48,2488.03,1995.93,1298.37,877.28
197710,9.01,11.29,13.15,14.21,13.65,60.53,59.41,60.53,61.42,60.18,137.12,141.56,147.71,135.45,135.78,361.59,343.61,330.99,333.61,327.09,1805.03,2643.53,1984.01,1016.28,881.74
197711,8.72,11.38,13.84,13.77,13.3,60.15,59.15,59.05,59.61,58.88,134.66,133.76,137.47,135.81,128.95,343.66,342.56,330.26,309.26,303.55,1902.54,2365.7,1892.11,1037.38,871.9
197712,9.42,12.02,15.5,15.65,13.87,64.43,64.26,63.64,66.68,63.98,144.41,146.94,139.9,146.25,138.1,369.36,352.52,350.4,331.03,300.42,1749.84,2874.91,1442.97,1284.77,888.21
197801,9.27,11.89,16.48,15.4,14.23,62.09,66.02,63.5,67.1,64.2,147.54,141.76,142.05,144.83,143.67,364.77,364.33,347.68,340,306.99,1678.66,2783.88,1493.76,1061.25,984.78
197802,9.06,13.31,14.62,15.22,14.21,59.89,63.32,62.5,63.23,61.76,139.96,135.62,140.41,137.22,136.78,340.99,340.36,327.86,342.55,299.61,1348.21,2263.67,2125.29,1283.24,810.47
197803,9.62,13.62,13.85,15.03,14.66,62.62,62.75,64.81,61.9,61.79,139.61,139.46,142.11,137.12,136.97,336.02,330.97,338.6,314.79,305.4,1452.19,2539,1839.78,1102.81,870.9
197804,10.35,13.86,15.16,15.56,15.85,66.01,66.44,68.19,67.8,66.38,146.66,150.66,143.24,148.97,140.56,363.27,344.8,347.85,334.15,306.37,1440.31,2352.24,1944.49,1120.39,930.69
197805,10.5,14.18,17.99,16.22,16.51,69.71,72.9,71.23,70.72,70.22,161.53,161.3,154.03,153.31,152.38,391,383.21,362.78,355.14,321.26,1706.97,2512.7,2178.24,1045.77,1081.85
197806,11.47,15.59,16.24,17.8,17.73,74.11,73.52,73.76,77.01,73.77,164.1,160.73,160.04,162.1,163.72,393.31,391.47,376.65,372.22,344.56,1805.49,2193.67,2213.19,1497.52,1288.5
197807,12.28,14.45,16.82,16.47,16.89,74.09,73.75,71.27,74.88,71.84,162.87,163.9,159.96,158.96,162.75,399.53,390.7,365.55,347.18,371.88,1758.23,2641.65,1633.85,1148.5,1513.8
197808,12.33,16.11,17.08,17.88,17.35,75.82,78.52,79.08,76.38,77.68,174.34,168.95,171.47,166.24,170.99,412.17,420.46,394.13,391.57,367.72,1919.79,2687.29,1674.43,1303.48,1354.61
197809,12.55,18.91,17.38,19.47,18.87,83,82.31,81.44,84.39,82.71,184.87,178.98,185.24,179.3,176.18,440.71,447.07,403.91,406.11,370.11,2123.86,2984.76,1522.79,1239.4,1174.82
197810,13.46,18.63,18.01,18.97,18.4,80.94,81.63,83.52,83.78,80.68,172.95,181.2,179.52,175.77,174.62,434.5,420.5,398.19,398.33,388.07,2291.62,2618.66,1504.53,1148.67,1125.83
197811,10.88,14.28,14.24,14.82,13.49,63.63,62.26,67.54,65.22,62.71,148.99,148.04,143.6,143.69,140.68,357.2,372.57,352.79,334.4,349.39,1621.22,2863.03,1315.31,1191.03,1088.56
197812,12.74,14.32,15.02,16.22,13.58,63.43,72.1,68.87,68.55,68.04,149.51,159.06,150.93,155.27,147.74,361.04,380.38,358.29,362.27,354.07,1339.19,1552.83,2386.73,2596.67,1248.53
197901,12.02,13.93,15.08,16.45,14.41,65.24,70.03,71.91,69.25,68.84,151.28,148.33,163.59,156.24,148.11,380.37,368.18,370.45,369.4,349.35,1353.91,1754.35,2527.39,1993.1,1385.85
197902,12.79,16.34,16.35,16.49,16.84,71.83,76.72,74.96,76.25,73.57,159.12,164.25,170.88,162.76,163.56,415.12,389.7,392.84,392.14,372.61,1340.16,1742.89,2216.55,2786.34,1553.69
197903,12.24,16.66,16.26,16.79,16.35,69.59,75.55,73.24,72.32,70.92,153.9,154.48,160.18,166.8,153.08,392.07,362.65,382.89,379.36,363.26,1467.84,2161.32,1791.56,2684.07,1432.81
197904,13.14,16.64,18.24,19.05,16.83,74.84,80.51,77.27,78.94,76.51,169.7,175.62,176.8,178.63,164.68,405.13,409.9,403.94,429.36,399.18,1378.96,2046.52,1902.38,2181.87,2637.72
197905,13.06,17.42,18.22,18.64,17.03,78.12,78.03,80.92,76.83,76.7,171.83,182.31,183.36,172.8,169.83,409.18,422.41,401.52,402.1,428.03,1625.21,1822.68,1882.92,3313.38,1271.41
197906,12.74,16.57,18.47,17.89,17.3,73.86,78.42,77.28,78.09,72.84,170.47,176.79,175.41,169.55,166.67,391.67,417.64,391.5,413.4,403.09,1501.77,1957.6,1604.86,3163.63,1848.98
197907,13.28,17.52,19.32,19.29,18.29,82.38,80.49,77.7,80.26,79.87,177.84,184.77,180.77,177.34,171.8,414.55,424.98,452.41,425.81,421.27,1473.88,1464.68,2374.98,3388.49,1748.89
197908,13.59,18.61,19.3,17.78,18.54,82.16,80.76,84.13,82.14,81.26,185.6,185.84,192.4,184.59,177.39,420.47,432.28,446.93,457.45,431.31,1641.32,1836.38,2719.21,2156.25,2099.99
197909,14.03,19.65,20.72,21.09,21.77,87.24,87.16,94.13,90.3,89.02,202.67,205.94,195.43,200.34,190.68,479.9,458.18,469.21,480.72,466.74,1672.98,1846.41,3133.25,2047.1,2183.62
197910,13.06,21.83,20.81,21.27,21.39,84.74,87.58,91.45,88.42,85.06,201.57,195.43,195.02,197.03,192.99,458.34,477.32,460.49,473.45,454.95,1792.7,3127.56,1637.71,2524.91,1778.63
197911,11,16.32,16.61,17.68,18.97,74.07,75.41,78.41,76.36,71.89,177.9,172.77,175.03,179.86,172.68,440.24,421.38,430.84,411.21,407.55,2600.1,1873.72,2127.37,2001.49,1708.88
197912,12.59,17.44,17.9,17.72,19.18,77.01,84.43,83.71,80.16,78.35,193.99,186.05,186.76,186,191.26,445.31,470.56,462.95,434.58,426.35,3470.03,1850.91,1520.53,2328.98,2099.74
198001,13.26,18.63,18.98,19.12,21.29,83.38,87.89,83.77,85.82,85.34,193.16,192.2,190.86,197.14,198.36,462.99,470.04,472.01,446.32,444.17,3168.99,2025.06,2166.72,1815.91,2109.6
198002,14.26,20.43,21.87,19.48,22.31,90.37,94.02,87.13,88.47,88.78,203.4,206.14,207.83,199.36,214.17,499.47,506.83,480.44,456.56,462.45,3871.87,2062.06,2069.55,2212.59,2227.53
198003,13.18,18.71,20.93,19.76,20.83,86.32,85.39,86.62,86.31,86,196.2,195.15,192.9,204.36,198.46,464.56,489.12,452.97,424.85,436.44,3131.49,2069.59,2146.18,2017.74,2481.1
198004,11.09,15.5,15.66,16.18,15.84,73.76,73.54,71.22,71.58,68.96,169.46,158.54,166.37,170.43,171.13,401.71,438.83,391.09,393.86,395.6,3164.82,1846.78,1610.11,1821.58,2395.72
198005,12.46,16.72,17.36,17.56,16.44,76.03,75.79,76.84,76.5,75.17,171.54,177.55,173.21,187.77,183.45,414.93,453.4,443.68,432.98,421.43,4100.53,2505.46,1588.55,2149.87,2352.78
198006,12.11,18.23,18.05,18.51,18.01,82.46,80.88,82.82,80.84,80.12,185.54,194.21,185.76,200.28,201.43,440.23,452.19,479.49,476.62,469.86,3920.67,1909.03,2197.23,2182.76,2562.86
198007,12.89,17.5,20.14,20.01,18.62,84.97,82.74,87.37,83.67,84.03,187.47,203.68,206.93,193.97,209.21,473.53,487.07,493.74,481.27,472.36,5000.52,1703.07,2482.48,2056.31,2733.89
198008,14.62,18.58,22.09,19.78,20.48,95.64,94.35,93.82,93.08,92.24,227.26,217.41,221.19,222.77,216.27,493.2,529.72,547.56,517.85,507.58,5048.79,2497.81,2207.48,2245.02,2755.17
198009,14.54,20.92,22.79,21.59,22.27,97.9,98.59,98.67,98.18,96.29,219.27,234.81,225,228.44,224.2,495.08,524.52,539.23,539.03,527.96,1356.04,3559.79,2350.1,2556.79,2433.58
198010,15,21.1,20.89,21.86,22.68,99.94,100.85,99.44,97.16,98.61,223.12,226.08,234.41,246.91,229.99,523.87,555.18,533.22,547.93,566.18,2473.4,2505.63,2740.49,3203.24,2278.13
198011,14.68,21.81,22.75,21.79,24.03,102.88,102.28,100.97,103.76,97.5,225.49,237.43,233.6,238.79,230.44,546.7,553.44,544.7,538.7,559.57,2418.2,3264.08,2817.94,2693.85,2415.11
198012,15.59,21.48,22.31,23.04,24.31,106.32,106.24,107.32,110.33,105.62,246.48,248.05,262.04,244.63,242.51,565.2,608.57,622.82,598.12,582.67,3352.96,2952.56,2585.3,3636.05,3031.8
198101,15.93,19.36,21.34,23.06,22.97,103.13,106.53,106.71,105.99,102.4,242.14,242.1,248.27,239.74,245.06,590.23,577.36,594.29,567.44,581.75,2733.66,3096.92,2608.26,2276.82,3739.98
198102,16.21,21.37,23.84,24.35,24.35,101.58,109.71,103.1,107.61,105.68,242.48,245.28,239.15,243.14,238.12,575.61,568.34,571.64,576.18,560.62,2412.35,3380.82,2199.76,3153.54,2804.4
198103,15.35,22.93,23.36,24.66,25.31,103.55,108.97,111.79,105.66,107.83,254.2,242.43,242.18,244.75,239.73,603.07,571.37,558.37,594.31,588.48,3170.13,2845.88,3271.02,3074.65,2043.33
198104,16.11,22.49,25.66,26.05,26.41,108.85,113.88,117.31,117.69,112.99,270.8,259.73,258.54,274.59,253.26,628.23,632.09,595.39,674.43,623.2,2616.97,3611.82,3616.81,2485.87,2136.44
198105,16.96,23.83,25.18,24.65,26.85,114.1,115.15,118.36,118.37,115.76,273.79,265.22,266.76,265.51,262.34,622.84,641.17,639.03,614.87,614.86,3359.94,4140.56,2962.77,2102.09,1818.08
198106,17.3,23.52,25.28,26.67,26.07,113.35,118.09,122.7,120.17,118.13,267.65,277.99,261.43,277.39,269.74,645.1,642.22,661.92,621.8,613.62,2794.43,4547.21,2677.38,2230.32,1688.63
198107,18.01,22.63,24.57,25.53,26.01,111.41,120.4,118.35,120.19,115.06,267.42,276.24,261.65,268.53,261.37,612.08,673.05,622.96,613.27,578.38,3463.74,3922.64,2536.59,2179.19,1749.33
198108,17.9,22.34,24.18,24.95,23.9,108.49,113.3,113.57,112.04,111.51,246.6,262.4,260.1,260.09,251.79,598.66,643.3,609.39,608.31,585.85,3187.87,3299.37,3206.8,2370.59,1748.35
198109,16.08,21.89,21.83,23.93,20.95,97.27,98.89,102.72,102.97,104.1,236.3,245.53,233.13,236.53,236.08,553.4,565.24,558.31,601.19,569.06,2942.67,3045.31,3041.99,2325.49,1858.48
198110,15.47,18.19,20.35,21.83,19.75,92.21,96.51,100.88,93.42,97.53,220.36,229.38,223.24,238.74,219.7,546.19,572.68,522.11,539.9,520.28,2100.57,3095.6,2779.97,2671.86,1701.87
198111,16.89,18.94,21.14,23.16,21.91,96.16,102.08,102.29,103.81,103.16,218.83,242.31,238.08,237.95,233.34,563.65,563.11,576.91,581.69,547.48,3011.98,3002.11,2600.75,2266.03,2708.09
198112,16.57,20.22,20,22.97,23.57,100.06,106.33,106.85,102.75,101.86,240.1,245.28,241.75,241.35,231.87,616.58,577.5,602.16,585.34,582.8,2703.1,3658.48,2823.44,1852.41,2897.77
198201,15.35,19.54,20.69,23.26,23.32,97.43,107.12,102.66,104.9,103.12,227.73,250.08,247.55,238.06,230.38,572.94,587.92,584.82,564.51,574.09,2657.97,3535.37,2470.55,1998.56,3162.59
198202,14.7,19.64,20.47,24.26,22.85,96.29,98.29,97.46,97.54,103.19,216.81,235.69,231.65,228.55,224.85,551.86,544.77,544.48,566.25,541.6,2461.65,3583.36,2440.33,2512.25,2144.4
198203,13.77,17.8,19.64,21.22,20.99,95.42,92.36,92.97,92.83,95.95,213.37,221.71,212.25,225.96,220.64,528.78,507.29,545.12,521.41,515.29,2285.65,2894.65,2970.07,1808.94,2750.49
198204,13.57,17.46,19.72,19.91,21.44,93.81,91.85,94.6,94.05,95.93,214.84,218.15,222.38,209.66,229.94,509.68,504.51,517.2,509.51,539,1933.07,2288.93,2693.05,2580.43,2736.69
198205,14.52,18.67,20.49,21.34,21.2,102,99.82,99.42,100,98.09,224.62,238.76,231.88,220.93,236.51,534.57,532.71,545.64,546.6,553.73,1564.82,2600.51,2633.61,3511.07,1927.01
198206,13.91,17.92,21.67,19.72,21.45,96.02,93.05,99.66,96.11,94.02,219.37,217.36,221.61,220.11,224.22,491.35,530.01,530.12,527.99,504.96,1391.72,2237.03,2808.47,3417.77,1772.37
198207,12.51,18.25,19.62,20.62,19.95,90.79,95.09,91.92,92.21,90.88,212.29,221.73,208.05,210.86,222.89,481.5,528.67,505.36,482.17,484.27,1483.82,1806.19,2693.7,3100.28,2306.92
198208,11.82,17.7,19.04,20.24,20.96,87.45,93.06,95.04,89.78,91.06,215.14,209.92,206.47,207.6,207.01,477.23,505.49,494.23,455.44,464.09,1282.08,2595.36,2264.45,2821.11,2356.48
198209,12.41,17.14,20.27,22.69,22.14,96.14,100.93,100.93,98.36,102.61,244.03,229.3,228.16,228.18,235.88,557.99,538.76,564.14,515.05,521.29,2052.03,2514.37,2546.97,2874.1,3081.1
198210,12.22,18.4,21.16,21.65,24.21,97.47,107.56,101.17,94.58,102.81,241.05,244.9,239.07,228.68,237.65,562.04,584.29,570.44,523.74,524.56,2009.66,2630.11,3303.3,2409.97,2980.73
198211,13.72,20.68,23.38,26.56,26.01,111.59,120.24,112.92,117.61,116.35,274.03,273.48,274.11,270.1,273.58,646.03,638.28,658.16,600.43,589.9,2120.65,2813.44,3659.4,2687.13,3434.16
198212,14.83,21.71,25.86,26.32,29.37,124.95,124.51,118.84,120.26,120.84,300.78,286.49,288.91,284.75,291.41,673.05,641.95,706.88,649.74,641.8,2761.39,3887.86,2150.05,2866.34,3936.47
198301,14.63,22.8,24.2,27.71,28.24,125.01,123.55,124.75,124.52,124.72,301.13,285.81,301.16,292.12,291.84,677.98,668.13,711.05,655.72,653.9,2953.39,4160.87,2256.09,2638.13,4462.03
198302,16.27,24.01,26.5,29.21,30.03,133.2,133.87,130.33,129.39,126.72,303.15,301.03,301.78,307.02,314.87,692.52,682.64,722.99,690.17,666.96,2802.01,4536.44,2383.04,3615.16,3077.91
198303,16.85,26.73,26.31,30.65,30.75,138.53,141.79,138.9,137.41,135.61,319.68,306.31,318.73,319.23,312.93,694.62,735.81,713.82,696.78,685.62,2651.93,3660.15,3278.07,3762.88,3317.87
198304,17.43,29.98,29.24,31.13,31.79,146.34,144.91,146.03,146,144.33,331.64,324.73,319.07,322.6,334.92,766.62,727.42,740.41,740.35,702.24,3484.8,4165.32,2640.23,4206.99,2774.78
198305,18.54,31.12,31.88,33.61,32.77,152.52,156.06,156.82,155.46,150.63,348.26,323.94,349.59,346.84,344.68,791.82,788.42,780.22,767.53,771.89,3494.37,3905.67,3671.15,4312.99,2996.13
198306,20.87,35.12,34.89,35.65,35.66,165.33,160.22,167.77,161.84,159.22,339.52,348.25,370.27,364.07,346.24,832.81,833.14,776.74,801.87,781.67,3261.45,4294.13,3312.36,4121.34,3132.39
198307,21.48,34.04,38.86,36.48,37.41,172.92,165.95,171.89,172.35,164.52,356.79,363.43,372.14,383.97,363.96,837.17,857.88,841.59,834.35,793.18,4114.47,3923.34,3660.37,4054.78,2797.34
198308,21.54,32.38,35.31,36.37,35.61,169.25,166.28,163.53,163.38,159.25,349.47,368.11,363.62,371.02,348.98,844.62,802.62,794.68,795.91,800.56,4009.8,3695.49,3418.24,4542.22,2707.58
198309,20.76,31.38,33.78,35.5,32.43,165.67,159.27,167.29,159.06,154.48,338.86,370.15,360.4,364.11,341.63,822.73,835.24,798.48,810.3,780.32,3861.22,4152.59,3122.6,4427.95,2667.51
198310,20.42,33.42,35.14,35.54,31.95,165.38,160.81,169.97,162.97,160.72,353.11,381.15,364.18,371.52,365.24,807.93,853.3,814.87,863.38,798.52,3200.45,4158.84,3691.38,4862.3,2585.08
198311,21.24,30.9,32.49,32.24,30.63,151.76,156.58,160.37,156.06,151.99,355.82,362.4,356.23,349.51,358.59,788.32,810.89,802.9,814.42,739.16,3210.87,4107.83,4318.28,3765.08,2895.98
198312,23.76,30.72,32.59,35.24,32.14,161.6,169.08,166.46,161.42,165.32,373,369.58,382.63,382.63,367.53,836.96,810.77,848.87,869.25,804.3,3264.06,3845.89,3237.32,4985.17,3190.5
198401,22.39,30.52,32.15,36.65,31.5,158.17,159.32,164.98,163.91,163.83,363,361.62,370.74,360.86,366.92,778.09,833.15,789.09,855.45,791.05,2767.59,4582.48,4561.92,3414.43,3152.65
198402,21.5,33.3,35.07,38.22,32.92,156.57,154.21,161.31,165.75,157.2,333.48,346.93,355.07,362.84,344.81,741.5,776.18,798.98,805.73,770.32,4154.88,3552.86,4304.98,3619.16,2948.34
198403,21.46,27.81,30.73,32.9,31.49,142.76,152.97,151.19,151.69,152.62,340.07,340.37,329.06,346.31,326.46,724.21,708.76,750.26,785.83,794.32,2917.72,3215.89,4050.9,3281.86,4002.89
198404,21.41,30.22,29.32,32.14,32.56,147.29,154.93,149.01,149.85,152.98,333.44,336.9,336.1,342.83,332.07,693.88,757.01,734.95,830.21,779.41,2942.79,2364.49,3402.66,4948.5,3803.97
198405,21.18,30.08,30.79,32.11,30.15,147.22,151.94,152.7,151.16,149.1,338.24,355.92,344.24,332.31,324.2,693.21,760.14,733.69,801.69,759.09,3008.88,2879.7,4602.97,3702.31,3117.53
198406,20.42,28.89,27.67,32.92,30.15,137.64,143.82,141.94,149.02,141.58,324.21,323.86,325.68,318.66,310.87,646.15,689.53,739.6,762.2,699.66,1890.51,2746.36,2723.53,4641.45,3680.76
198407,21.02,26.81,30.39,32.19,30.58,142.39,144.28,144.36,152.25,140.05,327.87,323.63,336.92,321.7,311.99,686.02,700.92,753.16,745.41,730.47,2489.29,2608.69,3601.16,3594.3,3712.28
198408,18.24,28.23,29.78,30.7,28.86,132.9,142.64,133.66,136.15,137.17,323.58,322.54,319.83,316.15,291.51,679.24,673.46,698.84,719.43,722.93,2491.77,2321.39,4001.83,3250.61,3862.39
198409,19.78,28.46,33.29,34.72,31.3,147.61,154.51,151.93,152.1,149.3,368.08,349.54,365.63,350.53,325.08,753.27,780.42,835.98,790.64,753.45,2445.52,3044.4,4410.37,4171.17,3414.13
198410,19.41,31.01,35.26,35.43,31.77,142.29,157.52,145.59,147.89,150.19,366.64,342.41,356.9,329.62,340.39,735.65,779.62,835.74,782.39,778.07,2662.69,2453.73,4116.38,3824.6,4066.86
198411,18.42,30.48,31.21,31.88,31.45,137.74,146.48,147.6,143.32,141.24,347.4,328.73,335.73,333.29,328.68,748.01,786.34,838.78,760.31,759.82,2631.2,3161.36,4282.43,3226.91,4396.71
198412,18.16,26.54,31.56,31.79,30.39,137.73,139.51,141.68,135.65,143.27,335.19,335.58,328.23,321.46,321.93,767.89,771.27,765.26,789.63,749.04,2713.16,3118.17,3148.57,3827.14,4206.1
198501,17.74,26.1,29.01,33.86,31.17,135.68,143.94,146.78,138.8,141.81,335.54,339.98,330.33,343.25,322.9,751.32,785.07,801.03,786.01,777.94,2649.11,2900.48,4630.04,3487.91,3597.02
198502,19.93,30.45,35.15,40.25,35.63,148.73,154.22,157.13,157.06,156.16,359.33,357.12,350.52,381.08,364.57,848.23,828.71,874.59,882.19,835.53,2878.96,3530.89,3980.55,4878.18,3379.81
198503,19,33.66,37,38.54,37.97,154.49,159.31,157.13,157.73,159.34,373.04,358.39,368.44,364.69,367.73,854.84,855.21,851.49,906.76,838.61,3148.55,4223.44,3708.9,5272.74,3218.42
198504,18.55,29.97,35.5,36.9,34.89,150.44,148.22,153.35,158.23,153.7,347.93,359.58,360.51,354.71,368.69,861.54,834.71,862.67,862.06,860.92,2772.19,3877.1,4965.37,4160.05,3377.6
198505,18.73,28.92,31.97,33.73,34.24,148.9,147.61,148.77,146.07,154.09,341.92,370.19,362.13,353.67,354.83,886.83,847.38,869.43,806.6,855.29,3025.53,4135,5486.85,4099.01,3180.53
198506,18.86,28.62,32.15,36.81,35.33,151.97,155.97,155.23,152.55,162.21,352.81,376.64,380.8,386.78,371.56,840.55,882.07,900.95,943.17,877.3,3318.46,3560.57,5916.71,4420.1,3334.73
198507,18.68,30.46,31.8,33.95,36.07,154.33,157.3,151.75,153.39,159.83,371.46,385.44,385.72,373.44,380.18,898.69,856.92,935.54,957.01,880.43,3560.41,4245.84,5907.05,4388.29,3303.38
198508,18.95,30.77,33.59,35,36.88,153.9,154.23,159.45,163.9,157.8,356.38,398.49,377.4,393.03,384,854.62,893.42,918.96,919.69,911.42,3832.77,6995.56,4237.21,4243.19,3102.82
198509,18.63,31.17,32.54,31.55,35.5,153.8,151.93,159.96,156.49,155.61,363.7,384.75,379.64,390.98,368.45,848.58,903.16,920.47,941.59,886.14,3216.59,5852.63,4471.9,4513.89,2790.26
198510,18,27.82,29.97,31.66,33.35,145.38,143.19,151.47,141.07,142.65,335.1,360.15,353.38,372.68,342.95,769.03,880.61,863.79,871.01,848.7,2863.32,6162.28,4031.83,4103.78,3065.61
