Date,MMM_PX_LAST,MMM_PX_VOL,AAPL_PX_LAST,AAPL_PX_VOL,AXP_PX_LAST,AXP_PX_VOL,T_PX_LAST,T_PX_VOL,BA_PX_LAST,BA_PX_VOL,CAT_PX_LAST,CAT_PX_VOL,CVX_PX_LAST,CVX_PX_VOL,CSCO_PX_LAST,CSCO_PX_VOL,KO_PX_LAST,KO_PX_VOL,DD_PX_LAST,DD_PX_VOL,XOM_PX_LAST,XOM_PX_VOL,GE_PX_LAST,GE_PX_VOL,GOOG_PX_LAST,GOOG_PX_VOL,GS_PX_LAST,GS_PX_VOL,HD_PX_LAST,HD_PX_VOL,INTC_PX_LAST,INTC_PX_VOL,JNJ_PX_LAST,JNJ_PX_VOL,JPM_PX_LAST,JPM_PX_VOL,MCD_PX_LAST,MCD_PX_VOL,MRK_PX_LAST,MRK_PX_VOL,MSFT_PX_LAST,MSFT_PX_VOL,NKE_PX_LAST,NKE_PX_VOL,PFE_PX_LAST,PFE_PX_VOL,PG_PX_LAST,PG_PX_VOL,TRV_PX_LAST,TRV_PX_VOL,UNH_PX_LAST,UNH_PX_VOL,UTX_PX_LAST,UTX_PX_VOL,VZ_PX_LAST,VZ_PX_VOL,V_PX_LAST,V_PX_VOL,WMT_PX_LAST,WMT_PX_VOL,DIS_PX_LAST,DIS_PX_VOL
10/29/2014,151.01,633808,107.34,52687879,88.34,4592580,34.4,22630029,123.08,3246309,100.19,4426350,117.14,6873675,24.1,18885487,40.96,25767750,63.4574,14553828,94.59,12410105,25.66,28829744,558.45,2053355,186.08,3378961,96.42,4275440,33.92,24615225,105.56,8188368,59.29,16715852,92.73,5300445,56.2,12497196,46.62,30283622,45.975,4999730,29.49,27338685,86.54,6881448,99.42,2049919,92.96,4330718,105.85,4060698,49.83,11724487,53.665,16095252,76.39,5763263,89.53,5442103
10/28/2014,151.06,704374,106.74,48060949,88.01,3598445,34.33,26041391,123.61,4163622,101.16,5069568,117.13,7274132,24.065,17798567,40.56,18660970,64.5498,6527446,95.1,12570452,25.88,28586780,558.94,1739666,186.32,3036526,96.59,5261206,33.74,21859946,104.79,10347753,59.63,13625017,92.6,5083262,55.85,23961244,46.49,29049750,46.225,6358432,29.09,32386317,86.47,9444204,99.73,2751866,92.64,4751011,106.27,4173606,49.96,13254560,54.178,10517288,76.35,4979984,89.93,4554351
10/27/2014,149.56,740704,105.11,34187701,86.63,3610616,34.11,25358821,122.12,2944389,98.54,4346054,115.02,6721122,23.76,16862666,40.76,17222528,64.4833,7395223,93.71,11394514,25.52,19784471,549.88,1598409,183.91,2388446,95.47,4465121,33.2,23751948,104.07,7044535,58.64,11087209,92.01,4078298,56.45,14421434,45.91,30371308,45.82,5819342,29.03,22967053,85.95,10316563,98.87,2580480,92.13,3948931,104.19,2957515,49.42,13089753,53.353,6658908,76.59,4107391,88.45,5644486
10/24/2014,148.59,1143940,105.22,47053916,86.4,3607992,33.87,29836923,122.24,4016436,99.44,4133823,115.91,5508970,23.78,19947265,41.03,13396421,65.5473,4542828,94.49,9740056,25.64,20563914,548.9,2175767,183.35,2900871,94.99,4825237,33.18,27814900,103.13,5973242,58.74,13757981,91.67,5263046,57.61,8559647,46.13,61081039,45.45,4932098,29.11,28424946,85.16,13465590,97.73,2353340,91.64,2977336,103.82,3657912,48.77,13549502,53.37,10904308,76.38,4483654,88.61,4937482
10/23/2014,145.05,1499216,104.83,71074674,85.61,5000415,33.66,55879187,122.03,7806465,99.27,11670137,116.19,7195681,23.565,21669864,40.86,23347181,65.1578,6682675,94.11,11352718,25.44,30962329,553.65,2153678,180.06,3397006,94.8,5926297,32.69,22255305,102.63,7570675,58.06,12641874,91.02,5966894,56.63,11851143,45.02,45451869,45.185,6191882,28.6,30775083,83.23,14292357,96.77,3707256,90.66,3159178,103.18,5691721,48.22,15039242,53.57,9729692,76.25,6367092,87.99,7245328
10/22/2014,138.95,925489,102.99,68263146,83.96,5182245,34.5,24963094,121.45,13844400,94.57,6215679,114,7211577,23.26,25172891,40.62,27728233,65.2148,5295266,93.13,12742932,25.19,30038656,542.69,2974550,176.83,3088270,93.34,5912513,32.27,26725598,101.22,9364649,57.45,13750741,90.94,6455551,55.51,12903038,44.38,33579817,44.93,7089024,28.3,30788550,84.23,9755005,95.58,3762054,89.77,4290410,101.18,6187794,48.31,13315969,52.73,11042152,76.03,5927620,87.1,9314515
10/21/2014,140.93,750633,102.47,94623904,85.64,4851088,34.62,21771789,127.12,5209474,95.89,3995387,115.09,8904866,23.51,33712736,40.68,55953509,65.3763,6331903,93.65,15757046,25.45,31688249,538.03,2460140,180.18,2652821,94.2,6611310,32.61,33281716,100.36,7288282,57.93,14020373,91.01,11422211,55.13,17299552,44.88,36433824,45.32,6469338,28.28,36483573,84.61,12389590,94.24,3502763,90.95,5882176,101.98,12554807,48.69,22564467,53.328,12985940,76.02,8299743,87.54,9170356
10/20/2014,137.6,686794,99.76,77517279,84.01,5239508,34.28,15258656,124.31,3676264,94.03,4274409,111.49,8830023,22.93,34386940,43.29,17647782,64.4168,5458572,91.77,10826502,25.03,33868474,532.38,2749830,177.84,2307943,91.85,5614727,31.58,30523697,99.2,7991982,56.63,10808475,91.59,5408134,54.05,12064131,44.08,34530887,44.45,6746026,27.93,38925417,84.18,8558072,93.2,2544712,88.54,4895885,101.48,6399355,48.48,13047384,51.963,7634976,75.14,7040685,85.52,8306147
10/17/2014,137.4,1238933,97.67,68179688,82.58,9175404,34.08,24470612,123.24,4872389,95.05,7447827,111.8,10897892,23.25,28484982,42.88,23236041,63.6284,6984900,91.21,18194303,24.82,52637804,522.97,5998740,176.91,4950997,90.24,7013765,31.38,37504513,98.7,12281405,56.2,20183543,91.04,7074463,54.02,19718313,43.63,40683346,43.59,11407164,27.83,32572812,83.27,11786627,93.24,2948235,88.18,8532850,101.53,7281991,48.07,18086282,51.5,12731560,74.1,11472069,83.83,12386547
10/16/2014,135.05,861827,96.26,72154523,80.24,9159291,33.64,29222033,120.29,4492603,93.24,7439609,111.06,11908643,22.82,30931253,42.56,22519282,62.9159,9588553,90.6,25215899,24.25,51697867,536.92,3805046,172.58,7798623,88.88,7147819,30.85,47787439,96.78,14575531,55.08,31970014,89.91,7526459,53.43,21857176,42.74,49040989,43.52,13643924,27.7,37803059,82.24,11310285,91.81,2739481,85.39,10233059,99.23,6099346,47.67,19075679,50.75,15625440,73.82,14346643,81.74,13216697
10/15/2014,134.22,1174625,97.54,100933600,80.93,9157767,33.87,48562781,120.19,7819029,92.59,9379130,109.27,15279216,22.96,40079835,43.23,22988937,63.1059,12146564,90.22,24704546,24.28,65636608,540.73,3836222,177.24,6330496,87.85,12993637,31.275,92309007,98.21,21905946,55.53,37866911,90.44,10469312,54.73,18785917,43.22,60220961,42.59,17572044,28.19,41183731,82.95,13288831,91.99,3475582,82.16,8308870,99.17,7105041,47.92,27895541,50.063,19668072,75.2,21057683,82.08,21844427
10/14/2014,134.18,934440,98.75,63688562,82.74,6165129,33.84,22638108,122.29,3768207,92.8,6791267,109.78,11541488,23.055,29321873,43.64,21027832,62.5834,7134062,90.55,23121774,24.1,42254802,548.69,2610033,178.7,3557237,90.1,9711348,32.14,68671035,97.01,20808277,57.99,29096840,91.1,5539480,56.33,10935820,43.73,38120558,42.545,9854322,28.46,23260406,83.55,8210923,93.68,3534171,82.82,5929537,100.12,4573027,48.22,18526969,50.68,14018232,77.98,7901051,84.14,8607117
10/13/2014,132.9,1014795,99.81,53583368,82.78,5074088,33.82,23641790,120.45,3883441,91.68,5856964,112.03,7803960,22.93,33227683,44.07,20183940,62.4219,5850460,90.84,14451647,23.95,39054751,544.75,2756508,178.77,3436638,90.6,7378868,31.47,42117454,99.12,10341254,58.16,17169312,90.73,6182343,56.14,14815635,43.65,37100207,42.695,8010426,28.47,34089392,83.37,10073580,93.52,2577620,83.95,3677943,99.31,5112757,48.37,19600483,51.07,12203956,77.56,8201401,83.91,9039814
10/10/2014,133.83,1496506,100.73,66331592,84.99,4235195,34.25,28949332,121.5,4220241,93.13,6179172,113.89,9258246,23.34,48313616,44.47,25920757,63.2104,8170619,91.6,18173104,24.27,47837259,555.19,2979673,180.38,4405622,92.55,6350141,31.91,80917567,101.23,9988521,58.52,16690858,92.3,5846707,58.66,11285257,44.03,51978146,43.595,9048282,29.13,32065292,84.69,13733453,94.04,2875029,85.39,4036846,99.94,6678094,48.94,19412480,51.245,11750448,78.29,10078027,86.27,12675546
10/9/2014,138.64,794475,101.02,77376525,85.89,5396567,34.66,21612927,122.76,4874923,93.5,6414868,114.51,11489228,24.19,29343104,43.87,25030528,63.9419,6483244,91.82,17917680,24.78,34012747,570.81,2413453,181.27,4893145,93.07,6674894,33.62,28192889,102.08,10677257,59.08,19191404,92.72,5069103,59.21,8595848,45.85,34426595,43.615,7463072,28.99,22839126,83.66,7765706,93.89,2543343,84.94,4432816,99.94,6740200,48.93,14909392,51.928,10997968,77.86,7072744,85.71,8727122
10/8/2014,141.41,1282174,100.8,57404674,87.41,4238301,35.15,25153816,124.98,3613817,96.65,6214176,117.95,9523621,24.66,40348337,44.55,26115610,65.0913,9185668,94.61,15592479,25.25,36918067,583.74,2210360,186.64,3164203,94.09,6619986,34.27,34963367,104.91,8336957,60.4,15834553,93.83,5593781,60.18,12318192,46.78,33030972,44.415,7481288,29.38,29529138,84.18,8110994,94.45,3132288,86.62,4791144,102.63,6250028,49.87,15516084,53.09,14039212,78.24,8107097,88.11,7007965
10/7/2014,137.68,747708,98.75,42094183,85.35,3911200,35.33,21393586,123.32,3564807,94.7,6479495,116.02,7309332,24.635,29310234,43.92,24936592,65.5473,4373383,93.37,10787852,24.81,31985226,574.1,1546228,183.8,2927062,92.47,5030738,33.47,25972716,102.39,8409384,59.27,14542010,92.81,6095819,58.46,9526252,45.53,25724544,44.035,5486754,28.79,24686621,83.16,7386318,93.66,2556110,84.19,3416980,101.42,5991772,49.68,17252110,52.013,8950228,77.3,7059857,87.11,6225508
10/6/2014,140.34,580479,99.62,37051182,87.03,3148903,35.49,22132621,126.26,2680998,98,3983697,118.09,5410741,25.01,23953106,43.6,20331446,66.6493,3990062,94.52,10599719,25.22,30492555,587.78,1286130,187.48,1938586,93.26,4952151,34.11,24323080,104.86,5016549,60.18,11578147,93.84,4278576,59.58,7116841,46.09,20603960,44.61,7031214,29.17,16506250,83.57,5656495,94.7,1723965,85.09,2596071,104.22,2981920,50.08,11034363,52.948,8937896,77.35,5429677,88.56,4051853
10/3/2014,140.17,980119,99.62,43469585,87.16,4601352,35.36,20779054,126.36,3081354,97.39,3922147,117.71,6298350,25.31,29038349,43,14046676,67.1052,4113582,93.92,11572112,25.4,21658268,586.25,1214593,188.07,3271408,93.54,6210091,34.03,25834842,105.13,6856127,60.3,18321078,94.86,3948919,59.9,8641843,46.09,32453273,45.145,8798778,29.22,24079246,83.79,6702043,94.46,3226351,86.02,3108080,104.42,3044892,49.71,12073538,52.998,9966504,77.32,5819678,88.45,7552890
10/2/2014,138.67,775232,99.9,47757828,85.87,4217094,34.97,24830419,124.17,3207500,97.41,4461047,117.11,8171219,25.06,28334042,42.66,16643440,66.7158,5249491,93.3,13756563,25.12,28502190,580.88,1536935,182.88,2789974,92.24,5991202,33.52,32911575,103.85,7566157,58.84,24561606,94.12,4123290,58.85,8109810,45.76,25119508,44.65,8744190,29.06,28201985,83.05,8858502,93.07,2282471,84.9,3046995,103.24,4034343,49.29,14430319,52.43,11412336,76.23,4929134,86.79,11051144
10/1/2014,139.18,962221,99.18,51491286,85.81,4786195,34.96,28857946,124.67,5272526,97.61,4834717,117.65,8034916,25.03,44916150,42.74,30409720,66.9532,8440313,92.86,14028600,25.16,42081150,579.63,1449686,180.7,4196286,91.02,5970715,33.99,35095646,104.3,12267373,59.77,18995987,94.19,5339524,58.71,9088935,45.9,38088355,43.85,9472554,29.15,35887859,83.14,9029128,93.1,2323416,84.88,4140232,103.84,5865167,49.43,16816120,52.503,11687260,76.12,6524863,87.49,7512499
9/30/2014,141.68,783495,100.75,55264139,87.54,3867066,35.24,20024720,127.38,4009907,99.03,3755930,119.32,8385747,25.17,36919335,42.66,22613730,68.1692,4720981,94.05,15579333,25.62,40800825,588.41,1571688,183.57,2037664,91.74,6775101,34.82,35274555,106.59,6822524,60.24,14384783,94.81,10036422,59.28,9247293,46.36,33033086,44.6,11584526,29.57,25670326,83.74,8080639,93.94,1802630,86.25,2843214,105.6,5014223,49.99,13068936,53.343,11464748,76.47,5640744,89.03,4832868
9/29/2014,142.19,860539,100.11,49766312,87.95,3304057,35.23,14978443,128.77,3490832,99.83,3156364,120.55,6794683,25.12,28708554,42.25,12446707,68.4447,4313346,94.43,14023092,25.42,30747559,587.81,1144982,183.83,1747314,92.88,3894623,34.9,29003106,106.54,6581602,60.33,10694938,96.22,16489076,59.41,8721059,46.44,26090980,44.56,14850956,29.77,19969777,84.44,6362241,93.77,1997364,86.51,3114772,105.08,2896800,49.75,9218274,52.733,8788964,76.08,4959285,88.83,5190828
9/26/2014,142.42,839085,100.75,62370501,88.37,4480408,35.28,14352393,128.69,2524326,100.38,2935984,121.47,5506425,25,29863678,42.2,9939569,68.8722,3302565,95.43,11256807,25.63,28931908,587.9,1289090,185.12,1932535,92.84,4572090,34.26,25883498,107.1,4467569,60.56,11948887,94.7,3462523,59.39,10786298,46.41,27078764,44.75,35108796,29.72,23789557,84.58,5482722,94.4,1195906,86.6,2260493,105.24,4076482,49.77,9036184,52.985,7179304,76.49,3752888,88.74,5796117
9/25/2014,142.48,846181,97.87,100091990,86.76,5647980,35.08,21239001,127.14,2913091,99.51,4967045,120.68,6466253,24.54,27242027,41.78,11076728,68.1977,5270490,94.25,12854240,25.55,30686909,585.25,1676485,184.09,3080490,91.9,4972116,34.14,34644687,107.1,5691811,60.15,16346724,94.16,4578539,59.64,8700414,46.04,33077385,39.875,14138328,29.98,22601559,84.33,8212325,93.7,1998944,86.18,3657085,104.49,3936197,49.61,13665820,52.678,11732268,76.12,4963485,88.07,7081657
9/24/2014,144.88,871794,101.75,60171828,88.52,5089940,35.4,13315297,128.58,2891440,101.2,5796973,122.4,8009122,24.98,19700375,42.27,13540935,69.1857,7720107,95.82,12200003,25.93,34059709,598.42,1760953,187.81,2834243,93.02,6382807,34.75,18829270,108.64,5892456,61.63,13728243,95,7817920,60.36,11467441,47.08,26582713,40.42,6768768,30.31,22080475,85.24,11694662,94.79,1665904,88.21,2661475,106.07,3826823,50.07,11488562,53.603,8339704,77.08,8434589,89.45,5616214
9/23/2014,144.37,653185,102.64,63402196,88.31,3715997,35.26,16803406,127.38,2963455,99.99,5711592,123.06,5620724,24.7,20750887,41.89,10252374,67.4852,4878289,96.03,10300659,26.02,21684802,591.18,1405078,185.09,1977585,91.49,6330068,34.42,25691469,107.46,8108322,60.94,14335620,93.51,4708175,60.28,8018477,46.56,33431078,40.06,6046870,30.05,29182583,84.44,7723459,93.55,1417999,86.59,2640243,105.42,3839324,49.91,10614468,53.115,7963564,75.6,6717115,88.31,6155770
9/22/2014,145.71,756936,101.06,52788426,88.99,3143756,35.5,16421187,128.61,2890261,100.9,5098577,123.49,5850510,24.97,21346828,42.22,11518108,67.9127,5670830,96.54,8824870,26.08,23005682,597.27,1785101,185.29,1834414,91.89,5209196,34.71,25448163,107.88,5790392,60.91,13225164,93.93,4875669,60.58,9323346,47.06,38686091,40.355,8145064,30.18,24880231,84.81,8397142,94.6,1463796,87.77,2335394,106.47,4142326,50.18,14728531,53.47,9079768,76.31,4450704,89.29,5003007
9/19/2014,146.69,4925561,100.96,70902406,89.7,7126551,35.47,21894347,129.35,5635667,102.51,8291118,124.8,10089985,25.2,47343687,42.05,47559738,67.6847,9039326,97.12,18178477,26.29,38246240,605.4,4194630,186.2,5442922,92.34,12498834,34.82,46860142,107.99,13033621,61.11,18740479,94.36,9043095,60.49,14484992,47.52,202526536,40.905,19706420,30.4,35022166,84.47,11380809,94.61,4375415,87.8,6486285,108.45,5947486,50.35,30872034,54.063,20475552,76.84,13323532,90.49,13382935
9/18/2014,146.84,689169,101.79,37299435,90.1,4309814,35.16,17236314,128.58,2722296,104.34,3916001,124.14,4691243,25.22,15939969,41.79,12594172,67.6372,13199449,96.61,8636631,26.21,31598150,597.27,1494467,187.89,3572845,92.09,6027690,35.17,23815486,107.35,6628840,61.32,16973697,93.48,5494150,60.31,8004138,46.68,35556632,40.985,6393816,30.58,26425808,84.19,5309232,94.78,1620021,87.63,2583988,108.52,3439674,49.69,12464218,54.11,9228532,76.22,4751711,90.34,4343618
9/17/2014,145.37,987561,101.58,60926498,89.07,4460724,35.02,17142113,127.76,3139781,103.99,5126226,124.72,4583452,25.205,25703284,41.61,16703094,65.7848,17118567,97.08,8777778,26.27,29613666,593.29,1720921,184.82,2828283,91.22,7068839,34.98,26278958,106.19,6627848,60.31,15092042,93.53,5747402,59.88,10271199,46.52,38311924,40.755,7443272,30.35,26216479,84.16,8277298,93.65,2029558,86.99,3302717,108.03,4109310,49.21,16319524,53.883,12327612,76.24,4239265,90.33,4058070
9/16/2014,144.85,596859,100.86,66908133,88.36,5951014,34.95,15657502,127.32,3379618,104.86,5289678,124.96,6592111,25.22,31902713,41.64,15232844,62.5359,3915306,97.43,11582529,26.21,27482919,588.78,1581589,184.04,2142740,90.27,5045237,34.93,20878492,105.88,6081537,59.99,10950516,93.75,5827958,59.99,9045379,46.76,27910571,40.6,9393364,30.05,19603611,84.08,7146245,93.64,1167948,87.16,2973828,108.54,3089841,48.96,13801011,54.325,9212124,76.32,4109537,90.27,4333970
9/15/2014,144.48,661531,101.63,61316516,87.38,3986981,34.69,14689891,126.31,3265859,104.86,7052180,124.24,5445646,25.06,33412035,41.5,12259597,62.0324,2991965,96.29,10694860,25.92,15347196,581.64,1550110,183.98,2307983,89.38,3935032,34.54,22438275,104.72,4525564,59.94,10685630,93.47,6254980,59.52,7739412,46.24,37667644,40.805,6731534,29.92,24320580,83.87,7008544,93.55,1702594,86.03,2441860,108.32,2515005,48.56,12452246,53.66,7039100,75.81,3748478,90.08,4909956
9/12/2014,143.94,873592,101.66,64096903,87.64,4739054,34.5,20219729,126.95,3109244,105.02,6908543,122.66,4924475,25.16,33197323,41.46,12979948,61.5385,3193368,95.78,10270116,25.87,24639215,584.9,1852271,183.17,3364167,88.84,4593705,34.62,26733700,104.58,5931020,60.03,14373722,93.34,8033091,59.55,7025122,46.695,38247122,40.92,5926258,29.43,18226112,83.26,6367223,92.42,1539161,86.18,2582410,108.35,2920513,48.4,15362323,53.51,8710976,75.77,5693775,89.67,3888474
9/11/2014,144.35,522891,101.43,62399743,88.42,2757034,34.85,16030167,127.64,1988616,105.59,5461033,123.83,6570215,25.18,22106436,41.95,19615854,61.871,2327542,97.03,10181311,26.02,22606456,591.11,1501451,181,1907281,89.22,4538983,35.02,21958239,104.55,4835853,59.76,11468573,92.96,5964095,60.1,7787135,47,29216560,40.91,7462444,29.63,18643671,83.49,6345118,92.92,1349685,87.08,3035393,108.51,2270591,49.01,13199570,53.738,8873840,76.1,4985299,89.97,4102227
9/10/2014,144.64,599994,101,100869587,88.41,3471011,34.7,17720295,128.22,3070267,105.93,8161966,124.28,10949804,24.93,15738779,42.17,17558019,61.947,2780006,96.81,12113689,25.95,19110019,593.42,1160291,179.87,2459494,89.25,6245512,35.02,19964378,104.99,7406861,59.22,9157691,93,12031430,60.76,9216458,46.84,27304409,41.235,6742670,29.44,19433442,83.64,6722192,93.17,1456482,87.25,3355823,108.5,2364619,48.75,14370286,54.22,12646876,76.51,6697057,89.52,5078620
9/9/2014,144.46,582934,97.99,189846255,87.9,4021206,34.66,18786398,128.21,4866412,107.4,3579649,125.18,6729901,24.86,19076594,41.94,11892490,62.0039,2893091,97.39,9762259,25.9,21666372,591.97,1574573,177.4,2603770,88.93,8105284,34.91,22334672,103.8,6006566,59.06,14868683,91.09,9795162,60.56,7450954,46.76,40302386,40.92,8125190,29.23,21640035,82.99,5206752,92.85,2039740,88.56,4413984,108.67,2114654,48.9,14611440,53.57,7328820,76.74,5631979,89.6,4797688
9/8/2014,144.89,711490,98.36,46356742,88.93,3621528,35.01,10786573,127.98,6103489,107.91,3504737,126.21,4209166,24.95,14189834,41.78,9097707,62.0894,3323512,97.77,10080099,26.08,20379749,601.63,1601244,180.11,1746425,90.82,4888298,35.33,24860766,104.05,4900319,59.89,8090047,92.5,5260721,61.05,8420758,46.47,45736730,41.2,11729654,29.4,14627107,83.32,4899613,93.27,1408897,87.91,2298199,108.6,3788682,49.53,9006018,53.943,10275216,76.53,5946869,90.56,4331230
9/5/2014,144.2,613873,98.97,58457035,89.61,2575907,35.15,17804408,124.69,4917882,108.54,4305038,127.4,5038730,25,19865202,41.84,12768144,62.6974,3195668,99.26,9486572,26.1,21041614,597.78,1799855,179.75,2562817,91.61,7748251,35,20842220,104.42,5750803,59.91,9600894,93.07,4011037,61.18,10744174,45.91,36939360,41.02,12380650,29.65,17570111,83.77,5889038,94.21,1658697,87.75,3873450,108.7,2793109,49.94,11927378,53.553,8202964,77.51,7841819,90.94,4597562
9/4/2014,143.61,462282,98.12,85718221,89.65,2599473,34.94,12483872,125.46,2984001,108.82,4604030,126.8,5199719,24.91,20268911,41.87,16785311,62.6214,2737074,98.36,9662876,25.96,26891844,593.14,1634585,180.08,1678491,89.93,8453181,34.905,27633583,103.84,6147742,59.71,9811903,93.01,4849754,60.08,10810905,45.26,26478082,39.96,6030362,29.37,22374102,83.7,7444413,94.26,1491386,87.06,3650146,109.22,2856614,49.72,9473532,53.565,9492552,76.56,5282252,90.14,5458719
9/3/2014,143.82,383127,98.94,125420521,90.14,2935072,34.97,13026774,125.94,3966666,108.46,4669044,127.86,3846795,25.04,22043379,41.78,8644484,62.5264,3066984,99.11,8481019,25.95,19962188,589.52,1579779,179.6,2397714,89,15413898,34.57,26668973,103.76,4725840,59.7,11792109,93.14,4865259,60.48,9096215,44.96,33689341,39.41,4419754,29.4,21118570,82.9,5851788,94.47,1575724,86.79,2824458,109.2,2629826,49.88,9100935,53.725,7788888,76.01,4709373,90.94,3684009
9/2/2014,144.22,508009,103.3,53564262,89.72,3592108,34.84,12691212,125.48,4584780,108.92,4040595,127.54,4749550,24.88,19836085,41.64,9798704,62.5359,3022724,98.49,8966533,25.85,24386705,588.63,1585277,179.77,1986308,91.15,20753212,34.57,32095584,103.36,4644820,59.67,8678222,92.8,6736236,59.79,6054466,45.09,22976775,39.64,8164366,29.26,20718884,82.98,5528875,94.52,2465814,86.39,3726067,109.04,4142994,49.77,8726415,53.683,8077416,75.75,4532422,90.8,5601956
8/29/2014,144,661785,102.5,44595247,89.55,2673218,34.96,12709693,126.8,3032810,109.07,4438234,129.45,3523273,24.99,17972307,41.72,7666718,62.8019,3206524,99.46,8873707,25.98,21918073,582.36,1206884,179.11,2567634,93.5,7673516,34.92,32305331,103.73,5287778,59.45,8903530,93.72,4640333,60.11,5715779,45.43,21608625,39.275,6422960,29.39,16784494,83.11,4901408,94.71,1375957,86.68,3297485,107.98,4717408,49.82,11260146,53.13,14646068,75.5,5080513,89.88,4179401
8/28/2014,143.98,486422,102.25,68459801,89.02,3324915,34.74,10539723,127.11,3079399,108.65,3231713,128.75,2409000,24.85,15506352,41.63,9747093,62.8399,1609751,99.57,6072738,26.01,13441758,580.32,1405950,177.65,1961831,92.51,7575902,34.65,18908864,102.95,3485694,59.16,9096101,94.14,5497461,60,5241181,44.88,17657643,39.41,5169126,29.38,20604008,83.03,4283148,94.34,1221378,86.34,2753827,109.11,2128312,49.41,8026665,53.65,11083456,75.9,2928089,90.23,2678393
8/27/2014,143.94,474798,102.13,52369011,89.24,2632512,34.75,14853669,128.2,3079182,108.55,3281859,128.64,2767034,24.8,15753794,41.6,7701957,62.6309,2152512,99.53,5849223,26.13,21176518,583,1368766,177.81,2075949,91.87,4321230,34.79,17168931,103.22,4786441,59.59,11410860,94.65,9027320,60.28,6547311,44.87,21287931,39.86,3687566,29.49,23188549,83.31,4248518,94.76,1223013,86.38,5804220,109.09,2550527,49.43,11500786,54.283,8035580,75.85,3200426,90.37,3739669
8/26/2014,144.6,481816,100.889,33151984,89.15,2934587,34.5,14805567,128.6,2334219,108.06,2865758,128.25,2832412,24.81,17053449,41.6,8416524,62.8494,2059513,99.64,8536472,26.01,26313597,588.12,1471953,177.9,3119840,91.63,5397060,34.8,19664736,103.44,3512447,59.74,10281087,94.11,6394543,60.2,9220569,45.005,14877669,39.74,5218934,29.21,17192390,83.38,5188357,94.2,1053266,85.12,2269197,109.68,2022710,49.25,10367139,54.183,6943976,75.52,4222880,90.02,4117717
8/25/2014,144.7,435416,101.54,40270173,89.59,3730046,34.51,17321506,128.33,2314353,107.97,3018673,127.84,2645710,24.7,19356815,41.41,10229332,62.8399,2204454,98.75,7570029,26.2,21856177,590.57,1298049,177.87,3065874,91.2,7328730,34.81,18614486,103.23,3678216,59.34,13996764,94.44,4614287,59.73,5170850,45.17,16909999,40.005,5086628,28.91,16919958,83.54,5586758,94.29,1335499,84.24,1988101,109.82,1732770,49.15,9914242,54.005,4963256,75.69,3393630,90.38,3515384
8/22/2014,144.13,596244,101.32,44183834,88.88,2803133,34.5,14286902,127.46,2400949,107.31,4608793,127.11,3237050,24.65,22453672,41.12,11244643,62.5644,2797303,98.5,8096103,26.15,22784448,592.54,877464,175.47,2681967,91.03,6940088,34.94,21197845,103.1,5076573,58.49,10228569,94.45,3594144,59.17,5187561,45.15,18294741,39.645,5807376,28.92,16348816,83.39,6978890,93.75,1401400,83.78,2089466,109.39,2365410,48.64,9991932,54.023,7163140,75.73,4137761,90.49,4762155
8/21/2014,144.5,529662,100.58,33478198,89.14,3019283,34.64,15933288,127.5,2524057,107.97,4118278,127.93,2675933,24.89,20881827,41.41,11951213,62.9824,2231354,99.28,6826246,26.43,22184989,592.42,1133593,175.15,2080344,91.15,8316018,35.15,37164868,104.19,8357633,58.5,12745499,94.53,5981567,58.85,7646752,45.22,22285502,39.47,4001828,28.82,24371476,83.28,7106490,93.94,1348142,83.77,2648527,110.06,2849592,48.87,10197214,53.938,5552508,75.55,5260626,90.38,4719099
8/20/2014,144.6,723035,100.57,52699192,88.49,3143040,34.53,12553918,127.35,4335358,107.7,5342080,127.49,3230292,24.71,20229017,41.25,6791695,62.9064,4186937,99.7,6753128,26.36,28855419,595.41,968617,174.03,1755660,90.75,13399352,34.5,27142650,103.21,5183142,57.64,8121363,94.19,4157886,59.48,7044611,44.95,24770487,39.455,3965796,28.89,15032899,82.81,4581835,93.11,1023027,83.43,2579624,109.71,4502248,48.82,10685680,54.05,7296988,74.96,4898266,89.84,3894514
8/19/2014,144.25,603321,100.53,69399270,88.12,3523886,34.48,20478352,125.58,2991557,107.3,3642656,127.63,3893506,24.64,20348896,41.26,10261305,62.9729,2120652,99.49,8888327,26.05,16137195,597.11,1045258,173.96,1922140,88.23,18244640,34.34,29283445,102.96,5670017,57.56,9040484,94.45,3338257,58.91,7434992,45.33,28139494,39.255,4424066,28.94,18851434,82.69,6873612,92.91,973041,83.47,3549430,108.56,3962043,48.7,17348706,53.75,8220116,74.88,5047957,90.09,4153038
8/18/2014,144.12,658318,99.16,47572413,87.16,2672035,34.65,18496149,124.98,4201803,106.98,3479007,126.3,4630044,24.63,27666914,41.35,14892233,62.5739,2538325,99.52,7143392,26.07,26809918,592.7,1470756,174.55,1877745,83.59,9481596,34.41,27233549,102.7,5981073,57.23,8881423,94.25,4398807,58.42,9443852,45.11,26895359,39.275,5697360,28.84,22969591,82.44,8450531,92.99,1193897,82.34,2795757,108.09,5037069,48.78,12682058,53.58,8365424,74.49,4015717,89.97,4977060
